FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Total Medicare Payment Amount: Slope,Total Number of Services: Slope,% ASC Billing: Slope,% ASC Procedures: Slope,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Urban,LISA_CL,Moran I score for ACS billing fraction
29187,287.0,66009.2,64.0,10203.44,90.0,22551.72,67.0,19965.85,43.0,8490.18,23.0,4798.01,16.089862,0.0,0.0,26.666667,34.527965,0.0,0.0,0.0,0.0,0.0,0.0,8.362369,11.79631,0.000106,0.049822,0.036203,0.046875,14196.8,68.8,46.652,97.272,0.89,0.616,25.982,1.102,19.108,909.6,742.524,4005.0,0,17.64,43050.2,66642.8,4.0,15.2,37.2,33.3,14.3,4.7,11.66,25.8,17.0,26.0,3.6,10.26,26.56,2.125,4.725,6.14,17.44,27.8,4.74,3.34,31.58,4.52,37.0,62.3,19.42,35.74,147.476692,31.416704,0,2,Low-Low
29213,23.0,7644.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7644.35,1.856055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000327,-0.108696,0.0,0.0,12951.0,71.0,46.888,96.194,0.482,1.176,15.538,0.956,16.664,676.6,488.436,3457.2,0,14.96,42179.8,55114.2,4.0,11.1,33.6,35.4,19.9,6.38,17.0,22.4,11.6,22.8,2.8,9.3,17.96,1.875,3.1,2.44,14.74,22.58,4.96,3.22,24.78,4.62,31.64,52.7,13.64,26.76,87.145893,20.477961,0,2,Low-Low
29510,1354.0,299397.1,340.0,81054.96,330.0,56120.66,160.0,47563.13,193.0,47016.1,331.0,67642.25,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-05,0.005125,0.0,0.0,45500.2,67.4,46.08,47.796,47.578,1.156,41.382,1.318,23.096,934.4,571.096,4352.0,1,22.88,41670.0,308174.2,1.0,12.2,23.9,27.5,36.3,4.78,12.8,17.4,16.4,22.6,2.8,13.26,23.72,4.5,5.875,9.1,12.4,29.06,5.22,4.02,30.32,6.94,32.94,57.16,18.66,24.66,4977.857824,734.952915,1,0,Non Significant
39061,8444.0,2023952.539999,1643.0,445109.57,1656.0,425251.649999,1811.0,372158.34,1689.0,405839.050001,1645.0,375593.93,230.0,22.21546,53.143281,16.908213,48.093514,11.319713,30.639993,14.091178,34.442117,15.744681,37.652693,15.952155,41.319861,4e-05,-0.001848,0.124288,0.242235,133616.4,72.0,44.674,76.236,18.786,0.556,15.914,1.032,17.456,672.0,618.226,4981.0,1,15.76,55428.6,813589.4,1.0,8.6,26.3,27.2,37.9,4.26,7.04,19.6,8.6,19.8,2.6,10.8,18.18,2.475,2.9,3.48,10.12,22.86,6.7,3.76,25.28,5.7,32.88,58.3,14.66,24.36,2004.359094,329.177404,1,0,Non Significant
39081,215.0,60347.53,47.0,13849.92,29.0,8795.51,70.0,17667.48,56.0,19256.03,13.0,778.59,13.0,100.0,100.0,100.0,100.0,62.857143,78.817409,78.571429,84.092412,0.0,0.0,76.27907,87.432477,7e-05,0.020398,0.031097,0.032516,15950.4,70.8,45.57,92.462,5.036,0.554,23.644,1.094,20.214,1157.0,542.702,4636.8,1,17.56,44171.4,66371.2,3.0,9.0,44.8,30.4,15.8,7.08,7.04,18.6,14.2,22.2,4.0,10.36,21.36,2.175,5.9,4.04,17.46,26.6,6.64,4.88,29.46,6.4,38.66,62.98,15.44,32.38,162.543439,39.062619,0,0,Non Significant
39087,141.0,14213.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,14213.95,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000176,-0.01773,0.0,0.0,13781.4,69.0,46.336,96.666,2.05,0.13,30.104,1.092,19.966,929.4,524.192,4385.8,1,18.68,42880.4,60183.8,2.0,12.5,43.9,28.7,14.9,5.84,7.5,23.2,17.2,25.4,3.4,10.8,23.78,1.75,4.3,3.08,20.1,27.42,5.86,3.88,32.76,6.66,38.7,65.84,16.6,32.16,132.747353,30.397621,0,2,Low-Low
39093,58.0,4571.14,16.0,755.74,19.0,896.93,0.0,0.0,23.0,2918.47,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9e-05,0.059172,0.0,0.0,60108.0,72.0,45.742,87.188,5.28,4.29,12.182,1.02,18.962,721.4,544.466,4430.4,1,13.5,56327.8,307670.0,1.0,10.3,31.0,33.8,24.9,5.42,6.8,19.8,9.4,20.6,2.8,10.32,19.3,2.2,2.3,2.84,14.8,24.0,6.54,4.64,26.84,5.12,37.58,61.4,13.84,31.66,626.490274,122.394375,1,0,Non Significant
39099,12.0,586.68,0.0,0.0,12.0,586.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002131,0.104167,0.0,0.0,52903.2,71.8,46.04,85.298,10.302,2.27,17.074,1.02,19.31,681.8,673.952,6384.2,1,17.76,45042.8,229961.0,2.0,9.1,37.6,29.1,24.2,6.24,7.1,16.6,8.6,16.8,2.2,10.2,17.34,1.95,2.1,3.18,11.44,24.44,4.8,4.06,29.66,4.86,36.94,59.48,14.74,25.1,558.668976,128.52343,0,0,Non Significant
39101,301.0,20761.5,52.0,2171.31,65.0,2753.32,65.0,2858.62,51.0,2419.75,68.0,10558.5,10.951753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000319,-0.069552,0.0,0.0,13300.2,69.8,46.216,94.984,2.216,0.57,23.474,1.05,19.506,887.6,554.614,4196.4,0,16.16,46332.0,65298.8,4.0,12.1,44.5,30.9,12.5,4.76,7.12,21.4,14.2,17.2,4.4,10.62,23.48,2.1,3.575,4.6,18.46,24.78,6.26,3.76,30.46,6.72,38.82,63.84,15.8,31.02,161.72797,32.941101,0,2,Low-Low
44003,797.0,364122.599998,158.0,77503.229999,133.0,35324.18,146.0,64963.12,222.0,133276.979999,138.0,53055.09,33.0,79.113924,96.004167,44.360902,80.928446,78.767123,95.684044,81.981982,96.415135,65.217391,88.075772,71.643664,93.479735,-9e-06,-0.009324,0.001996,-0.009991,33972.8,71.4,44.198,93.636,1.09,1.898,14.702,0.994,18.968,699.8,663.734,6538.4,1,8.54,69035.6,163869.2,1.0,7.8,28.0,30.9,33.3,4.28,3.82,16.0,9.4,22.6,4.0,10.04,22.84,3.45,3.425,3.04,12.3,22.7,5.98,3.78,26.12,6.72,33.7,60.68,13.26,29.08,972.355929,201.585493,1,0,Non Significant
45003,77.0,36193.62,0.0,0.0,0.0,0.0,55.0,28641.24,22.0,7552.38,0.0,0.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,-1.2e-05,-0.00947,-0.008333,-0.008333,35240.6,71.6,45.216,80.898,16.064,1.028,12.718,0.918,17.344,582.0,737.628,5399.2,1,15.48,51289.2,168301.2,2.0,12.0,32.8,28.8,26.4,4.16,12.64,17.6,7.2,24.4,2.8,9.18,15.88,1.575,1.6,2.38,10.02,23.88,4.16,3.42,26.44,4.58,33.08,60.22,11.6,25.64,157.138989,32.903344,0,1,High-High
45007,602.0,247108.219999,63.0,22012.77,63.0,34098.55,83.0,36702.9,136.0,49462.37,257.0,104831.63,26.0,79.365079,93.297936,100.0,100.0,86.746988,85.411316,83.088235,85.312228,80.933852,83.720266,84.053156,87.389732,-4.3e-05,-0.017143,0.17597,0.050139,42309.0,71.4,44.908,88.176,9.494,0.732,13.526,0.942,16.99,566.6,643.924,5334.2,1,14.9,49129.6,198063.6,2.0,14.7,31.2,31.8,22.2,3.9,12.64,18.6,8.6,14.2,3.0,10.76,17.74,1.475,3.925,2.36,12.98,24.62,6.7,3.44,29.2,4.72,31.62,63.74,13.0,28.58,276.847081,59.138192,0,1,High-High
46127,131.0,35561.07,22.0,2120.71,0.0,0.0,13.0,5382.3,35.0,12200.26,61.0,15857.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000219,-0.052151,0.0,0.0,2895.2,73.0,46.626,0.0,0.0,0.0,9.214,0.898,14.6,459.2,683.184,5847.0,1,6.24,79200.8,15368.2,3.0,7.4,29.5,32.5,30.6,3.18,7.22,24.8,7.0,28.4,2.0,7.86,16.24,1.575,1.125,1.68,11.84,20.86,7.08,2.62,22.5,3.12,29.2,54.66,11.98,22.56,33.369812,6.286506,0,0,Non Significant
30029,174.0,58632.51,12.0,5826.02,46.0,11348.96,86.0,29128.18,30.0,12329.35,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-05,0.008887,0.0,0.0,21142.0,71.6,48.5,95.098,0.128,1.06,14.184,0.794,11.938,422.0,571.8,5333.0,0,11.58,54283.4,99899.0,5.0,5.3,29.4,34.3,31.0,5.36,10.64,17.8,8.2,8.0,3.0,7.68,15.3,2.4,2.75,1.7,8.22,12.02,6.52,2.66,15.98,3.38,24.28,40.58,8.18,20.8,19.63555,4.155545,0,0,Non Significant
19027,336.0,70414.05,22.0,2958.55,28.0,3452.09,35.0,4726.4,91.0,23476.66,160.0,35800.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.7e-05,-0.024574,0.0,0.0,4528.0,73.8,43.068,97.81,0.27,0.34,15.312,0.924,13.204,486.4,484.64,4236.6,0,8.56,58372.2,20280.6,7.0,6.5,36.7,34.5,22.4,2.26,4.44,19.0,5.8,17.4,2.8,9.54,16.14,1.225,2.05,3.14,9.44,21.94,6.88,3.42,22.6,2.44,26.28,57.62,12.7,20.64,35.615178,7.951714,0,0,Non Significant
19033,1522.0,241503.51,265.0,47715.42,327.0,59575.31,305.0,41028.11,350.0,62917.82,275.0,30266.85,61.985728,22.264151,38.82464,17.431193,37.707819,23.934426,48.418657,21.714286,48.11249,14.181818,37.67627,19.973719,42.454828,4.4e-05,-0.008588,-0.064527,0.185795,10405.6,73.0,43.53,95.554,0.734,1.692,18.06,0.958,16.292,694.8,508.776,4381.8,0,10.74,52859.8,42834.0,5.0,7.3,30.6,38.5,23.6,3.2,4.64,19.4,8.6,15.8,3.8,9.82,21.36,2.475,2.725,3.74,10.76,22.48,7.1,2.44,25.78,4.96,30.68,55.7,16.12,26.16,75.370438,18.309629,0,4,High-Low
17081,629.0,83925.06,83.0,20878.23,210.0,20900.39,200.0,20272.16,71.0,11001.3,65.0,10872.98,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000262,0.008283,0.0,0.0,7993.0,71.6,45.514,93.616,4.628,0.616,24.994,1.076,19.682,964.6,598.066,5570.0,0,16.22,48156.8,37984.6,7.0,12.6,30.6,38.9,17.9,5.64,6.24,16.6,12.2,14.2,3.2,11.96,19.78,1.6,2.35,3.0,17.76,26.98,9.12,4.32,29.06,4.36,32.44,64.06,14.96,30.24,66.503259,13.994107,0,2,Low-Low
17091,340.0,76211.44,79.0,21794.24,54.0,16428.22,55.0,5073.38,86.0,15216.48,66.0,17699.12,19.0,100.0,100.0,72.222222,94.926657,80.0,58.069374,87.209302,96.261356,100.0,100.0,89.117647,95.368609,6.1e-05,-0.007371,-0.00104,-0.024916,20252.6,72.0,46.518,86.042,9.45,2.662,18.36,1.058,19.534,774.2,683.632,5957.4,1,14.66,56040.8,110637.0,3.0,11.8,34.4,33.0,20.8,5.82,6.88,18.0,9.0,18.0,2.6,12.2,17.66,1.775,2.25,3.0,13.62,27.78,7.0,4.04,28.48,5.28,35.66,62.72,16.4,32.16,163.5297,29.934846,0,0,Non Significant
17099,1019.0,84439.93,15.0,6253.85,11.0,3816.17,279.0,23397.14,244.0,22656.46,470.0,28316.31,18.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000128,-0.007572,0.0,0.0,22996.4,72.0,45.432,93.736,0.738,3.328,16.85,0.95,17.114,726.8,630.748,4821.8,0,13.26,55860.8,109736.8,4.0,11.4,35.6,35.1,17.8,6.04,6.22,18.6,9.4,14.8,2.4,9.0,15.66,1.875,1.65,2.6,14.02,23.26,5.66,3.06,25.88,4.02,30.96,58.1,15.44,24.12,96.673844,20.258932,0,0,Non Significant
17109,17.0,911.71,17.0,911.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002742,0.147059,0.0,0.0,5661.2,72.2,46.016,95.37,1.296,0.514,22.106,0.914,17.37,829.8,466.576,3646.4,0,21.36,44674.4,30479.0,5.0,6.4,31.2,30.1,32.2,5.34,7.04,16.2,9.4,10.8,1.8,9.08,17.7,1.3,1.525,3.76,13.54,20.44,3.44,3.46,26.56,3.84,27.68,57.62,15.14,25.34,51.711296,9.604908,0,0,Non Significant
17111,234.0,22963.99,65.0,9481.04,25.0,1315.53,69.0,7760.08,49.0,2824.07,26.0,1583.27,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000251,0.031092,0.0,0.0,45578.2,72.2,44.954,92.012,0.628,3.728,10.722,0.944,17.182,584.8,693.022,5968.6,1,6.56,84836.0,307714.2,1.0,6.9,26.5,32.2,34.4,4.48,6.28,19.2,7.2,18.0,2.8,9.32,16.06,1.975,1.775,2.26,11.6,21.68,5.64,3.58,24.08,4.12,33.4,56.12,14.44,26.8,510.1608,75.564309,1,0,Non Significant
13255,11.0,3511.18,0.0,0.0,0.0,0.0,11.0,3511.18,0.0,0.0,0.0,0.0,0.904866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13777.8,70.0,45.414,77.638,19.66,0.806,21.7,0.986,17.872,731.6,693.232,5163.6,1,19.9,44436.6,65306.4,1.0,18.1,39.8,24.3,17.8,6.0,16.28,20.0,9.8,28.6,2.8,9.6,17.36,1.7,4.725,3.12,12.82,23.12,4.08,4.26,28.52,4.04,32.64,61.62,12.58,24.14,332.400531,70.127094,1,0,Non Significant
21217,14.0,2013.76,14.0,2013.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001241,0.178571,0.0,0.0,5778.8,70.0,44.732,94.156667,4.82,0.32,29.08,1.074,17.03,956.6,539.544,4347.0,0,19.62,41701.4,25570.8,7.0,12.9,39.2,28.3,19.6,4.68,6.74,24.4,17.0,20.4,3.6,10.8,25.32,1.925,6.55,4.62,20.16,26.64,8.56,4.06,29.48,5.74,48.96,68.04,18.5,32.16,96.012796,21.698138,0,0,Non Significant
22097,235.0,40991.17,111.0,16180.82,87.0,14366.09,0.0,0.0,24.0,8018.41,13.0,2425.85,12.492213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000167,0.027007,0.0,0.0,17660.0,69.8,46.462,63.34,34.408,1.01,35.886,1.088,17.102,900.8,693.902,4786.0,0,26.9,35520.8,83171.6,4.0,23.3,41.2,20.8,14.8,7.0,11.4,19.8,12.8,22.2,2.2,12.4,21.72,2.55,4.4,5.42,16.04,23.9,6.2,4.66,30.54,4.36,38.68,70.32,19.6,37.18,90.024343,19.115057,0,2,Low-Low
22103,1045.0,124331.72,281.0,30647.4,129.0,7349.34,213.0,38264.82,133.0,18191.38,289.0,29878.78,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6e-05,-0.000841,0.0,0.0,46186.4,70.2,45.398,84.37,9.61,2.832,19.286,1.062,19.716,751.4,826.59,6638.0,1,11.34,67173.2,255154.6,1.0,9.5,26.6,30.1,33.8,4.54,9.68,22.0,9.6,21.6,4.0,10.42,19.82,2.075,3.05,3.52,12.72,26.02,6.28,4.3,25.6,4.9,35.98,61.74,14.78,34.74,301.761337,54.622844,1,0,Non Significant
21015,25.0,2502.93,0.0,0.0,0.0,0.0,13.0,614.76,0.0,0.0,12.0,1888.17,1.950685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001404,-0.12766,0.0,0.0,18344.2,70.6,44.688,94.836,1.372,0.936,12.596,1.02,20.0,687.0,680.17,5150.2,1,7.28,75282.2,130819.6,1.0,6.9,27.5,33.5,32.1,3.64,4.62,22.8,11.6,29.8,3.8,10.42,22.88,2.025,3.5,2.9,12.62,25.4,8.38,3.36,26.44,5.2,39.02,59.44,14.42,28.36,531.01206,74.461254,1,0,Non Significant
17143,1628.0,516895.13,237.0,128766.17,226.0,112646.12,351.0,63219.83,365.0,86473.16,449.0,125789.85,50.0,92.405063,89.45661,94.247788,91.122348,89.173789,76.039132,48.219178,76.539241,69.933185,89.055039,75.859951,85.919856,1e-05,-0.015996,0.068653,0.058876,34015.6,72.0,45.996,84.764,11.364,1.194,15.408,0.972,17.642,653.8,530.838,4331.8,1,15.52,54910.2,182769.6,2.0,9.1,27.6,32.7,30.6,6.02,6.42,18.8,8.4,13.2,2.4,9.14,16.04,1.625,1.9,3.42,12.74,22.9,5.04,3.6,24.46,5.12,30.92,56.72,13.58,21.5,295.166252,54.933956,0,0,Non Significant
17159,63.0,10509.66,22.0,3524.25,0.0,0.0,21.0,3566.3,0.0,0.0,20.0,3419.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.00753,0.0,0.0,3656.0,73.0,44.624,0.0,0.0,0.0,22.988,0.926,16.442,771.4,471.786,3533.2,0,14.56,47249.0,15766.2,7.0,10.9,29.9,38.2,21.0,5.02,6.48,14.4,10.8,13.8,1.6,9.54,14.86,1.35,1.425,2.68,17.18,21.84,5.22,2.92,29.74,3.06,40.64,60.18,14.86,25.76,43.796217,10.155838,0,0,Non Significant
17167,1060.0,393492.19,361.0,119298.96,197.0,82812.66,217.0,72368.55,210.0,87679.7,75.0,31332.32,45.0,52.908587,68.029922,72.588832,71.385196,52.073733,49.635926,55.714286,67.843127,66.666667,54.453453,57.924528,64.230487,4.2e-05,0.01356,0.083401,-0.031823,37775.8,71.0,44.678,88.026,8.094,0.68,20.076,0.99,18.736,806.4,551.554,5099.0,1,13.96,59642.0,196861.4,3.0,7.5,27.2,30.8,34.5,4.6,5.42,16.0,11.0,13.0,2.0,9.44,19.88,2.125,2.225,3.58,14.16,19.2,5.22,3.12,25.84,6.4,28.78,55.74,14.28,30.82,226.719966,43.50537,0,0,Non Significant
17183,90.0,29752.08,0.0,0.0,0.0,0.0,30.0,8153.32,27.0,11067.51,33.0,10531.25,6.0,0.0,0.0,0.0,0.0,56.666667,75.658014,55.555556,84.683818,54.545455,81.298991,55.555556,81.012252,-0.000262,-0.084699,-0.031594,-0.044374,16684.2,70.4,46.286,88.738,8.154,1.332,21.338,1.0,20.892,882.0,565.578,3484.8,1,18.82,44906.8,77562.6,3.0,11.5,41.2,32.5,14.7,6.38,6.36,20.8,13.0,15.6,3.0,8.98,17.42,2.025,3.175,2.78,16.68,23.78,5.32,3.88,27.92,4.22,34.66,59.38,16.32,25.8,86.337225,18.571677,0,0,Non Significant
17195,506.0,26775.0,89.0,4409.46,158.0,8617.22,75.0,3596.83,95.0,5434.26,89.0,4717.23,8.821416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171,0.014828,0.0,0.0,13181.6,72.0,45.814,91.136,0.876,5.972,18.214,0.956,17.14,775.2,511.468,4219.2,0,11.9,51878.2,56015.6,4.0,9.4,37.7,34.6,18.2,5.08,6.26,16.6,8.8,18.8,3.6,9.2,17.72,1.825,1.575,2.68,14.52,23.14,4.7,3.02,28.0,4.28,31.46,59.74,13.56,34.92,81.864231,19.264304,0,0,Non Significant
17197,200.0,59594.56,16.0,13213.28,14.0,762.18,77.0,25220.09,44.0,2843.51,49.0,17555.5,14.999386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6e-05,-0.03532,0.0,0.0,91615.8,72.2,44.798,82.652,7.772,5.826,11.118,0.998,19.502,585.6,738.238,6205.2,1,7.02,83353.4,689315.2,1.0,9.0,26.9,29.8,34.3,5.14,6.18,18.8,7.4,15.4,2.6,10.46,15.02,1.65,1.775,2.48,11.66,24.0,6.78,3.84,27.94,4.94,35.72,60.76,15.2,27.98,823.645132,109.46938,1,0,Non Significant
13275,14.0,724.92,0.0,0.0,14.0,724.92,0.0,0.0,0.0,0.0,0.0,0.0,0.973951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001724,0.089286,0.0,0.0,9903.4,70.8,45.648,72.634,25.238,0.604,25.31,1.098,18.0,727.0,703.116,5347.0,0,19.78,42705.0,44630.0,4.0,15.1,31.5,28.6,24.7,5.68,16.24,20.6,11.8,23.0,2.4,10.48,18.82,2.775,3.375,4.06,12.2,21.08,6.38,3.74,27.46,5.1,34.54,61.7,14.72,23.62,81.950657,18.184856,0,3,Low-High
20079,88.0,22207.9,0.0,0.0,0.0,0.0,33.0,10450.72,55.0,11757.18,0.0,0.0,4.892315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9e-05,-0.021441,0.0,0.0,7148.0,74.0,43.982,92.138,1.214,4.006,14.402,0.962,12.736,605.2,667.498,6225.4,1,9.74,57736.6,34502.6,2.0,9.5,23.7,33.5,33.2,3.66,10.0,19.6,6.8,17.0,3.4,11.52,22.46,1.25,1.55,3.62,10.6,22.72,6.52,3.0,24.94,4.4,33.0,58.78,14.82,30.22,63.922824,13.24307,0,0,Non Significant
22017,3853.0,615615.69,797.0,152120.66,788.0,140571.76,765.0,106632.21,772.0,120127.9,731.0,96163.16,100.980474,14.805521,33.020505,19.670051,52.305883,15.816993,45.986668,20.336788,55.393676,12.311902,30.85247,16.636387,43.69721,6.1e-05,0.056897,0.002522,0.094729,45597.8,70.2,43.376,59.222,37.71,0.972,29.014,1.126,19.47,816.2,571.954,4313.0,1,24.18,40642.2,245830.8,2.0,13.0,33.7,29.8,23.5,6.02,10.34,20.0,10.4,20.4,2.6,14.22,17.2,2.25,4.3,4.36,11.76,25.68,7.66,4.64,28.78,4.08,38.18,63.6,14.94,29.12,279.817743,51.901851,0,0,Non Significant
22051,3948.0,430551.98,966.0,98100.9,788.0,81078.54,913.0,96715.85,701.0,81910.979999,580.0,72745.71,79.0,11.904762,25.983707,11.80203,32.538635,8.324206,14.509287,4.136947,2.939032,8.103448,6.665644,9.118541,16.992429,0.000104,0.008754,0.10801,0.371544,80197.8,69.6,44.176,66.004,21.636,6.68,30.064,1.118,20.176,786.8,633.154,5269.6,1,15.94,51485.0,434850.0,1.0,14.3,30.8,28.0,26.8,4.76,13.2,18.0,10.0,21.0,3.0,10.92,17.08,2.375,4.25,4.42,9.9,27.7,6.92,4.1,28.94,4.92,33.08,61.3,15.08,25.84,1470.916545,271.275775,1,0,Non Significant
22055,1297.0,345394.97,120.0,22456.43,249.0,101310.69,298.0,74552.34,399.0,104268.01,231.0,42807.5,60.0,0.0,0.0,42.971888,62.261791,28.85906,47.940065,28.320802,50.938787,0.0,0.0,23.592907,43.987656,-8e-06,-0.009002,0.003166,0.00993,33977.0,71.0,43.746,75.54,19.622,2.16,22.49,1.0,17.052,762.4,772.906,6389.2,1,16.88,54847.4,241973.2,2.0,11.4,30.4,25.2,33.0,5.04,10.66,16.6,9.8,17.0,2.0,11.12,19.3,1.825,3.375,4.26,9.96,20.12,7.56,4.82,27.54,3.88,33.66,64.0,14.06,36.38,900.465912,126.440161,0,4,High-Low
21067,4457.0,1872809.820002,910.0,349279.22,948.0,334545.81,1050.0,442833.540001,1024.0,497214.030001,525.0,248937.22,160.869328,46.483516,77.298901,45.147679,76.527319,64.571429,87.128274,69.042969,86.055928,71.238095,87.980287,58.559569,83.229967,1e-06,0.003844,-0.245984,-0.116555,42795.4,71.6,42.928,84.476,11.318,1.088,16.098,0.984,17.974,675.4,570.52,4893.8,1,16.7,55156.4,320601.0,2.0,8.8,19.6,28.0,43.6,3.44,8.0,19.4,10.4,19.2,4.0,11.34,21.06,2.525,4.025,3.16,11.48,22.86,6.12,3.34,25.38,5.0,34.64,59.28,12.32,25.0,1130.273683,150.874496,0,4,High-Low
21071,25.0,1633.7,14.0,713.3,0.0,0.0,0.0,0.0,11.0,920.4,0.0,0.0,1.995587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000616,0.088542,0.0,0.0,10013.6,64.6,52.148,98.696,0.35,0.202,38.076,1.024,21.656,1035.6,380.328,2967.8,0,30.74,32814.0,36456.0,7.0,24.8,37.8,26.1,11.3,8.22,7.52,30.6,23.6,20.6,4.4,8.32,24.82,2.025,8.8,3.74,26.42,21.16,3.8,3.4,34.7,4.88,45.58,67.12,16.9,34.26,92.681997,25.45755,0,2,Low-Low
21083,22.0,3317.95,0.0,0.0,0.0,0.0,11.0,1718.43,11.0,1599.52,0.0,0.0,1.987648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000483,-0.075758,0.0,0.0,8399.6,70.2,45.074,94.35,3.938,0.946,26.54,1.018,19.874,918.2,559.542,4319.4,0,17.86,43601.2,37248.0,7.0,12.6,39.5,30.6,17.4,5.46,7.74,22.0,15.6,21.4,3.6,10.82,21.44,1.75,3.775,4.8,18.42,26.02,5.86,3.34,29.42,4.36,35.54,61.22,16.58,26.92,67.509692,15.223755,0,2,Low-Low
