FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Total Medicare Payment Amount: Slope,Total Number of Services: Slope,% ASC Billing: Slope,% ASC Procedures: Slope,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Urban,LISA_CL,Moran I score for ACS billing fraction
06059,9684.0,2895526.379999,2253.0,686586.71,1954.0,623758.199999,2145.0,599590.059999,1798.0,555866.74,1534.0,429724.67,272.0,29.960053,55.730199,34.08393,58.140706,30.48951,55.187813,37.096774,56.084244,37.940026,60.567733,33.498554,56.923065,1.6e-05,0.004903,-0.387441,-0.353122,446354.2,74.0,44.396,65.996,1.262,10.04,25.084,1.058,17.528,514.4,950.536,8191.6,1,11.06,86161.8,3168044.0,1.0,14.5,17.2,27.7,40.6,3.58,8.68,19.0,3.8,11.4,3.0,11.8,15.1,1.625,2.475,3.28,9.0,23.94,10.22,3.96,26.44,5.7,33.72,56.1,13.52,26.7,4007.30108,564.599377,1,0,Non Significant
06065,3358.0,1836613.119999,806.0,438242.16,613.0,330406.059999,612.0,356505.739999,704.0,380903.39,623.0,330555.77,110.0,55.707196,63.949219,47.960848,55.625877,46.405229,49.139691,45.880682,50.830283,44.622793,51.367072,48.481239,54.591825,2e-05,0.009662,0.210887,0.311779,329644.0,72.0,47.558,69.778,5.684,17.556,21.224,1.046,18.526,630.6,774.176,6124.0,1,13.68,64264.0,2411439.2,1.0,18.0,26.9,32.9,22.3,5.36,9.7,20.2,6.0,14.6,3.0,9.26,15.98,2.225,3.375,2.92,10.74,23.82,7.06,3.68,26.12,4.5,32.36,51.94,14.04,26.34,334.620952,45.74272,1,0,Non Significant
06073,5861.0,1641646.870003,1308.0,389855.280001,1078.0,255389.16,1181.0,371822.080001,1218.0,344434.000001,1076.0,280146.35,241.0,25.458716,51.952948,23.840445,55.254146,34.88569,69.853189,24.384236,50.524042,18.122677,37.889253,25.490531,53.821035,1e-05,0.008362,0.06263,0.096514,453972.4,72.0,46.766,68.7,4.25,14.794,20.154,0.996,17.742,560.0,771.63,6316.4,1,12.0,75229.4,3316073.4,1.0,12.6,18.2,30.4,38.8,4.12,8.82,18.4,5.2,11.8,2.8,9.98,16.88,2.45,3.175,4.16,8.86,20.48,7.18,3.28,22.88,4.16,28.82,46.68,14.2,22.34,788.296903,107.91831,1,0,Non Significant
06075,3759.0,356290.749999,718.0,74948.74,618.0,47032.03,651.0,48365.89,611.0,60823.52,1161.0,125120.569999,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8e-05,-0.004061,0.0,0.0,127546.0,72.4,47.476,42.646,8.608,10.128,52.1,1.016,18.586,657.4,428.44,3571.4,1,10.46,106879.4,874961.4,1.0,11.5,12.1,18.4,58.1,2.9,5.2,14.6,6.4,9.8,2.4,12.0,15.5,3.025,3.825,4.92,7.8,21.08,7.58,3.06,25.68,4.86,24.92,50.76,10.58,17.72,18666.639643,2721.097433,1,3,Low-High
08001,9063.0,857655.230001,1619.0,170833.1,2068.0,211053.04,1759.0,166322.52,1977.0,172029.65,1640.0,137416.92,120.270833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-05,0.000302,0.0,0.0,53624.8,68.4,47.164,69.262,3.43,22.032,26.34,1.018,16.968,724.0,608.834,4384.0,1,10.72,67990.0,504108.4,1.0,16.2,28.6,30.9,24.3,3.28,11.7,20.8,10.2,15.4,3.4,9.0,18.26,3.0,4.65,3.16,10.92,22.6,4.94,2.86,23.76,5.18,27.94,44.22,11.44,20.18,431.727919,45.925288,1,3,Low-High
06081,168.0,43008.38,15.0,3506.55,27.0,3101.44,12.0,2695.09,33.0,12869.29,81.0,20836.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000172,-0.04447,0.0,0.0,109207.6,74.0,44.804,64.866,2.812,11.476,11.804,0.882,14.968,477.4,582.932,4921.2,1,6.86,116456.0,767423.2,1.0,10.4,14.9,23.8,51.0,2.72,5.4,14.8,3.2,9.2,2.6,8.68,11.32,1.825,1.825,1.92,5.88,19.78,7.38,2.82,21.46,4.9,24.2,48.46,10.92,19.12,1711.439582,243.545164,1,3,Low-High
06083,716.0,348838.74,108.0,54799.96,110.0,64281.84,146.0,80493.22,182.0,76881.31,170.0,72382.41,27.0,84.259259,84.448383,100.0,100.0,86.30137,87.9262,50.549451,54.953538,64.705882,65.060061,73.882682,77.593214,-0.000112,-0.042862,0.063428,0.058305,68879.6,72.8,45.57,72.472,1.84,19.676,20.832,0.918,14.632,604.2,776.354,6547.0,1,13.66,70047.2,444829.2,2.0,19.1,17.8,29.0,34.2,4.54,11.3,18.4,5.4,13.0,2.8,8.44,15.72,2.35,3.275,2.52,7.94,20.04,8.06,3.16,23.58,4.2,31.96,48.64,11.98,19.9,162.638163,25.183715,0,1,High-High
06087,72.0,65015.060001,11.0,8188.35,35.0,36160.95,0.0,0.0,26.0,20665.760001,0.0,0.0,5.0,100.0,100.0,100.0,100.0,0.0,0.0,57.692308,78.968642,0.0,0.0,84.722222,93.314949,3.3e-05,0.031466,0.020713,0.024117,43597.8,72.0,45.842,76.982,0.782,16.358,20.606,0.844,14.424,449.6,645.736,5519.2,1,12.84,77477.2,273961.8,2.0,13.7,15.5,30.0,40.8,6.04,7.5,18.6,4.4,10.2,3.2,7.16,15.3,2.425,2.65,2.42,5.74,17.02,7.54,2.44,19.2,5.24,26.98,43.24,10.18,16.9,615.409394,97.935171,0,1,High-High
06095,26.0,9886.81,15.0,1784.78,0.0,0.0,11.0,8102.03,0.0,0.0,0.0,0.0,1.999877,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,42.307692,81.947868,7.2e-05,0.142315,0.0,0.0,67816.6,70.4,45.446,52.504,16.052,15.378,29.548,0.962,18.844,711.6,577.15,4621.6,1,10.06,76969.0,441829.2,2.0,11.6,23.8,37.7,26.9,4.86,5.92,17.4,7.4,13.2,2.8,8.02,13.8,2.175,3.0,2.98,8.8,23.74,4.92,3.04,26.92,5.86,24.18,47.12,10.9,18.44,537.65882,82.52554,0,0,Non Significant
06101,284.0,112447.77,68.0,29425.93,0.0,0.0,104.0,39277.78,77.0,31873.17,35.0,11870.89,19.0,51.470588,67.952177,0.0,0.0,15.384615,24.635608,20.779221,30.108081,0.0,0.0,23.591549,34.921351,3e-06,-0.001702,0.033908,0.046114,15666.8,71.4,45.908,69.298,2.092,14.082,29.228,0.994,16.708,585.4,570.388,5184.0,1,14.82,54996.8,96109.4,3.0,21.8,23.3,36.6,18.2,8.9,9.38,24.0,8.4,17.4,3.0,9.64,16.4,2.35,3.1,2.54,12.94,25.26,6.76,3.3,31.48,6.34,33.38,61.34,17.18,28.76,159.541508,26.006872,0,0,Non Significant
06103,11.0,3060.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3060.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000817,-0.227273,0.0,0.0,13894.4,70.8,46.988,87.664,0.554,7.964,25.1,0.878,15.468,743.6,617.954,5603.4,0,19.36,44388.0,63912.0,4.0,15.5,30.1,38.7,15.7,6.6,8.3,20.4,10.4,13.2,2.6,7.06,14.74,2.45,3.45,2.48,13.34,19.88,3.52,3.1,23.52,4.26,29.72,49.68,10.86,20.1,21.667222,4.710431,0,0,Non Significant
06109,1088.0,64429.32,419.0,26507.17,75.0,3931.94,0.0,0.0,223.0,11903.77,371.0,22086.44,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,-0.000395,0.0,0.0,14690.0,72.0,46.852,91.62,0.332,4.74,15.544,0.874,14.652,722.6,533.292,4186.4,0,13.18,56714.4,54045.2,4.0,9.3,28.3,41.9,20.5,5.6,6.52,22.2,10.0,16.4,3.4,7.16,16.56,2.675,4.8,1.76,11.4,15.98,5.6,2.96,19.22,5.68,32.46,50.02,10.46,19.54,24.334995,6.614483,0,3,Low-High
06013,484.0,184607.31,126.0,57441.96,84.0,23561.26,59.0,9831.39,119.0,59784.99,96.0,33987.71,30.999564,59.52381,75.595001,52.380952,87.053154,54.237288,85.019819,61.344538,80.422176,70.833333,94.517812,60.330579,82.606442,6e-06,0.008507,-0.153713,-0.150329,170865.8,71.4,44.994,63.756,9.546,12.248,26.57,0.978,17.664,653.0,690.802,5353.0,1,8.74,95407.2,1142250.6,1.0,10.5,17.3,29.9,42.4,3.96,6.14,20.2,6.2,12.0,3.0,9.2,15.3,2.5,3.3,3.26,8.12,22.46,6.78,3.4,23.16,6.1,25.4,48.9,11.22,18.8,1595.46245,238.660385,1,0,Non Significant
06029,1086.0,704585.840002,199.0,132110.72,181.0,121065.730001,243.0,154211.89,241.0,157106.42,222.0,140091.08,25.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.045045,98.515259,98.987109,99.704793,-5.7e-05,-0.036592,1.683795,0.504545,105216.8,69.2,47.946,61.452,5.2,27.426,38.444,1.092,18.77,701.8,845.542,5534.8,1,21.0,51139.4,887640.6,2.0,25.9,27.8,29.9,16.4,9.2,8.94,20.6,9.0,18.4,2.8,8.62,15.12,2.625,3.8,3.24,13.82,24.16,5.04,3.8,33.96,6.6,33.3,57.68,16.76,32.4,109.155161,12.938747,0,1,High-High
06031,153.0,47870.59,42.0,15095.57,23.0,3829.68,34.0,12237.49,11.0,4970.05,43.0,11737.8,10.997207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-05,0.013565,0.0,0.0,15510.0,71.0,46.25,54.098,4.056,35.916,34.502,1.034,19.608,739.2,684.294,5378.2,1,18.6,53677.6,150690.8,3.0,26.6,25.3,33.4,14.7,9.1,8.82,17.4,7.4,20.4,3.0,9.44,13.74,1.775,2.85,2.9,10.02,24.88,5.76,4.06,33.5,6.5,29.8,60.9,20.22,31.78,108.455902,11.162931,0,3,Low-High
13067,1355.0,763662.649999,286.0,156740.86,255.0,133477.13,319.0,180800.05,305.0,177911.7,190.0,114732.91,38.986294,66.433566,71.524381,66.27451,72.047856,78.369906,79.361577,89.508197,86.435423,55.789474,53.842895,72.915129,74.28874,1.2e-05,0.013521,0.035526,-0.002899,89498.2,72.2,43.638,78.492,14.034,2.778,10.448,0.952,17.722,583.6,738.128,5643.2,1,9.66,74951.4,751218.0,1.0,7.9,18.5,26.2,47.4,4.12,14.18,18.0,6.8,14.8,3.4,11.34,15.38,1.775,2.8,2.32,8.4,22.76,6.02,3.92,23.14,4.78,30.44,55.64,11.76,25.48,2212.399389,263.579631,1,0,Non Significant
13069,328.0,84324.08,99.0,25175.27,89.0,15011.73,69.0,20860.92,0.0,0.0,71.0,23276.16,17.0,82.828283,93.503386,59.550562,75.48124,49.275362,68.460739,0.0,0.0,57.746479,72.56923,64.02439,78.32121,4.5e-05,0.024138,0.022691,0.029419,6833.0,69.0,45.956,77.458,19.226,1.862,29.55,1.118,23.204,930.8,811.916,4921.2,0,22.92,38808.4,43020.6,7.0,24.3,37.2,25.5,13.0,5.28,19.66,23.8,13.2,19.4,3.0,10.42,15.78,2.3,7.9,3.26,19.3,26.4,5.32,3.64,31.84,4.32,38.94,71.14,22.32,33.32,74.805815,11.881474,0,0,Non Significant
13073,1157.0,558043.72,298.0,168035.41,220.0,113353.89,232.0,100567.63,120.0,63676.73,287.0,112410.06,45.240364,87.248322,93.077096,87.727273,97.435897,85.775862,91.079486,87.5,97.377315,60.278746,76.773351,80.380294,90.809014,2.9e-05,0.00608,0.113149,0.094001,20144.6,72.0,45.966,80.522,11.798,2.046,8.742,0.888,16.552,469.6,703.798,4889.0,1,7.16,79288.2,150705.4,2.0,7.3,23.8,32.6,36.4,4.12,10.92,18.0,7.0,22.0,2.6,9.88,16.24,1.525,1.6,2.36,10.44,22.32,5.36,3.18,26.06,4.12,30.74,55.46,10.66,23.44,519.512565,69.442587,0,1,High-High
13077,42.0,20717.12,27.0,5843.75,0.0,0.0,15.0,14873.37,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,35.714286,71.792653,6.9e-05,0.08982,0.0,0.0,20542.8,71.2,45.08,81.926,14.018,1.644,13.064,0.954,17.674,670.4,718.522,5237.8,1,10.08,72376.8,143260.4,1.0,10.8,28.6,30.3,30.3,4.22,12.6,21.2,8.4,17.0,4.0,10.0,17.7,1.675,3.225,2.2,9.96,22.18,5.66,4.16,26.08,4.9,31.7,58.94,11.76,25.6,324.93309,46.593724,1,0,Non Significant
13115,298.0,125228.800001,171.0,77782.770001,53.0,12635.27,22.0,15374.18,30.0,11702.18,22.0,7734.4,17.979652,59.649123,80.090989,32.075472,43.402951,100.0,100.0,63.333333,84.287543,0.0,0.0,53.691275,74.279024,4e-05,0.019867,0.018476,0.015758,19456.6,70.4,45.626,87.228,9.658,1.58,22.86,1.052,18.604,896.2,666.812,5151.4,1,18.34,45833.8,97369.2,3.0,17.6,34.3,27.2,20.9,5.32,17.4,25.0,14.4,24.8,4.2,11.5,23.5,2.4,4.175,3.88,14.42,30.74,5.12,3.84,29.2,4.06,38.84,67.52,20.28,31.94,190.953323,38.156855,0,0,Non Significant
08069,625.0,226509.33,152.0,47980.72,60.0,22401.65,123.0,47591.97,185.0,85669.02,105.0,22865.97,38.873688,53.947368,71.975785,58.333333,91.873813,60.97561,70.965165,66.486486,78.424418,13.333333,33.78807,52.64,72.315286,-5e-06,-0.003461,0.048194,0.040154,53967.2,72.0,45.264,92.02,0.384,3.948,12.506,0.826,14.34,562.0,667.49,5701.4,1,11.04,69515.4,344786.0,2.0,4.1,19.0,29.6,47.3,2.62,7.3,20.2,5.4,10.8,3.0,8.64,17.12,1.65,3.1,1.76,7.92,16.08,5.56,2.84,16.08,4.42,30.58,41.08,9.52,19.12,132.814227,20.788582,0,0,Non Significant
12089,281.0,68859.64,98.0,24874.3,98.0,22018.06,0.0,0.0,0.0,0.0,85.0,21967.28,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.011653,0.0,0.0,19222.2,72.2,47.064,91.954,4.15,1.202,10.308,0.928,16.15,610.2,921.544,5872.6,1,9.92,66796.0,83098.4,1.0,8.7,31.7,30.0,29.6,4.0,11.9,22.8,7.4,19.0,2.8,9.4,16.44,2.575,2.4,2.18,11.66,21.44,5.08,4.18,25.4,4.86,39.08,61.28,11.88,29.42,128.111939,29.634666,1,0,Non Significant
12091,1025.0,211101.82,154.0,29218.2,162.0,25040.92,166.0,37659.18,292.0,65840.43,251.0,53343.09,43.930319,0.0,0.0,0.0,0.0,7.228916,19.424799,8.219178,18.272192,12.749004,34.613555,6.634146,17.910622,-7.6e-05,-0.020695,-0.101327,-0.273381,37608.8,72.2,45.902,87.718,5.732,2.144,11.72,0.976,17.778,679.8,845.1,6336.8,1,11.24,60099.4,203793.8,3.0,7.6,24.7,36.5,31.1,3.62,13.18,20.2,9.4,18.8,3.6,10.38,16.56,2.45,2.225,2.38,14.48,27.06,8.3,4.24,27.48,4.4,40.28,59.92,13.52,30.2,219.074934,40.428832,0,0,Non Significant
12097,224.0,135004.99,49.0,31729.48,57.0,34377.19,43.0,31184.55,29.0,23638.23,46.0,14075.54,15.860273,51.020408,56.30502,31.578947,53.343045,44.186047,57.334064,62.068966,67.235279,0.0,0.0,35.714286,51.831958,0.000169,0.080798,0.034614,0.031491,52639.8,70.2,46.704,62.272,8.33,24.666,20.854,1.162,23.16,769.8,727.03,4706.0,1,14.82,49574.0,351955.0,1.0,13.3,31.3,33.7,21.8,4.48,16.04,18.6,7.4,26.2,3.8,13.1,19.46,2.05,3.65,3.52,14.0,31.9,6.84,5.24,34.82,7.3,30.84,62.94,15.84,34.02,265.135564,39.654737,1,1,High-High
12099,7596.0,3893733.840002,1452.0,1164919.450003,1070.0,515263.19,1498.0,684231.409998,1839.0,848186.050001,1737.0,681133.739999,262.733385,73.553719,95.304262,79.813084,96.459842,69.425901,87.048521,66.612289,83.878583,61.945884,83.696811,69.286467,89.487034,3e-06,-0.003756,0.233704,0.196595,298091.8,75.0,43.642,85.744,5.64,4.898,10.334,1.104,18.5,633.0,1179.858,9992.2,1,12.3,60532.0,1465027.2,1.0,11.5,24.0,27.8,36.7,4.24,17.34,20.6,5.0,15.4,3.2,12.96,19.4,1.675,2.45,2.6,10.6,27.58,11.0,4.94,28.28,5.66,39.82,62.04,15.4,38.66,743.758107,151.333841,1,1,High-High
12101,228.0,109186.94,27.0,13482.19,55.0,23937.32,16.0,9077.33,59.0,29709.78,71.0,32980.32,16.999514,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,69.014085,87.509005,90.350877,96.227049,-0.000106,-0.043087,0.200144,0.080682,122529.8,72.0,45.62,88.924,2.724,5.236,16.254,1.126,19.264,686.4,865.386,6152.2,1,12.96,50637.2,524602.0,1.0,10.5,33.2,32.2,24.0,4.64,14.84,22.4,9.6,27.6,3.8,12.18,22.38,2.85,4.2,3.18,16.68,31.46,8.74,4.98,29.66,5.94,37.6,63.92,15.74,37.98,702.385639,164.05422,1,1,High-High
12109,436.0,47792.25,46.0,2486.76,119.0,18773.1,69.0,9541.16,100.0,11637.79,102.0,5353.44,11.996362,0.0,0.0,0.0,0.0,18.84058,72.42589,13.0,62.135938,0.0,0.0,5.963303,29.589567,9e-06,-0.027171,-0.011328,-0.040473,48403.6,73.0,45.894,90.626,3.378,2.428,8.452,0.922,16.756,566.0,970.96,6852.8,1,7.76,80045.2,244673.8,1.0,5.2,21.4,28.7,44.7,3.4,10.4,20.8,6.0,17.0,3.0,9.76,15.58,2.325,1.9,1.92,11.32,21.28,6.36,3.92,22.14,4.48,36.12,58.96,11.72,31.92,407.344982,80.584695,1,3,Low-High
12113,13.0,5742.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5742.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000435,-0.192308,0.0,0.0,31664.4,71.2,46.83,91.918,3.018,1.764,12.738,0.968,17.984,738.0,746.21,5090.0,1,10.48,64614.2,174755.4,2.0,8.7,26.8,36.8,27.7,3.98,11.84,23.4,10.6,17.0,3.6,10.46,19.16,2.075,3.825,2.3,14.48,23.96,7.86,3.96,27.58,4.5,41.24,61.9,14.32,30.54,172.750629,31.30115,0,0,Non Significant
12115,5224.0,2479373.619999,976.0,533058.23,863.0,454550.54,1050.0,486832.93,1260.0,516538.799999,1075.0,488393.119999,139.0,80.737705,86.234693,87.253766,90.923852,80.285714,88.452244,74.206349,86.753944,84.651163,88.527959,80.953292,88.089704,7e-06,-0.006997,-0.030766,0.053128,132450.4,75.0,45.044,92.784,1.864,2.16,8.186,0.966,15.016,513.2,1006.328,7920.6,1,9.56,59460.6,419496.0,2.0,6.9,28.9,28.8,35.4,4.1,16.1,18.8,5.4,19.0,3.4,11.84,17.92,2.225,2.05,2.1,11.1,22.26,8.68,4.26,21.46,4.42,38.72,58.94,12.62,32.98,754.668375,238.276713,0,1,High-High
12127,678.0,207981.16,107.0,35212.36,134.0,34018.47,168.0,47001.9,144.0,43152.19,125.0,48596.24,46.422625,69.158879,71.783999,46.268657,73.490724,33.928571,35.388846,44.444444,53.821811,80.0,88.256869,52.654867,63.960361,-0.000201,-0.022404,-0.007999,-0.013631,136771.0,73.0,46.028,87.352,5.034,4.8,14.098,1.032,17.326,683.2,803.998,6276.6,1,14.4,47688.0,536487.2,2.0,9.5,31.8,35.0,23.7,4.58,15.42,18.6,8.6,20.6,3.0,12.06,17.62,2.875,2.875,3.06,15.06,26.54,7.68,5.06,27.24,5.34,35.94,62.16,13.98,31.54,487.258499,124.220731,0,1,High-High
12131,1478.0,146582.4,66.0,17174.53,75.0,17808.4,48.0,16576.61,76.0,22368.15,1213.0,72654.71,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9e-05,-0.00218,0.0,0.0,13727.2,71.8,47.6,93.604,2.624,1.24,13.762,0.946,16.912,707.0,824.788,5780.0,1,13.2,55811.2,68262.2,3.0,10.9,28.5,32.1,28.5,3.78,17.18,21.8,10.4,17.6,3.4,10.18,16.66,2.125,2.3,2.4,15.0,23.5,5.96,3.88,24.38,3.44,39.8,59.48,15.4,31.7,65.786965,13.229442,0,0,Non Significant
13009,14.0,7072.62,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7072.62,0.0,0.0,0.966491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000177,-0.089286,0.0,0.0,8165.8,68.2,47.674,67.926,29.248,0.57,21.658,1.066,18.718,855.8,658.246,5445.2,0,24.78,41242.4,45110.8,4.0,14.2,35.0,27.5,23.3,5.98,15.68,14.6,10.8,17.6,2.8,9.7,18.04,2.875,4.475,4.64,14.74,25.14,5.36,3.86,30.9,6.06,34.84,65.32,14.66,29.16,174.953848,31.669537,0,3,Low-High
13031,11.0,2169.58,11.0,2169.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001152,0.227273,0.0,0.0,9514.4,70.2,46.182,77.756,20.074,0.64,22.808,1.048,18.392,778.0,792.722,5647.6,0,24.66,42649.8,76119.8,4.0,12.7,27.2,33.2,27.0,5.06,16.86,17.6,10.6,20.6,3.6,10.3,18.66,1.925,3.625,3.34,14.6,24.02,4.38,4.44,33.16,5.94,32.2,69.08,17.38,29.36,113.137309,14.141309,0,3,Low-High
13057,426.0,342624.710001,115.0,83072.680001,85.0,78155.38,60.0,44119.34,85.0,54122.07,81.0,83155.24,21.719694,90.434783,98.447131,100.0,100.0,51.666667,81.817044,61.176471,79.689044,100.0,100.0,82.86385,94.073714,1.8e-05,0.044133,0.0405,0.009542,35042.8,72.0,44.466,91.436,3.268,2.186,8.508,0.912,16.442,590.2,818.484,6491.8,1,7.66,80633.6,247514.8,1.0,7.9,22.4,31.5,38.2,3.78,13.78,20.8,7.4,18.2,3.8,10.5,16.62,1.475,2.45,1.66,10.02,22.02,6.24,4.24,23.42,4.76,34.14,59.74,10.76,27.24,586.981412,83.104009,1,0,Non Significant
10005,495.0,173510.890001,273.0,85063.010001,63.0,22820.19,63.0,26638.760001,83.0,37101.84,13.0,1887.09,29.0,30.40293,56.596963,44.444444,62.342163,100.0,100.0,100.0,100.0,0.0,0.0,51.919192,72.681478,4e-05,0.01234,0.011198,0.000674,62353.0,72.2,45.944,88.9,7.012,1.3,12.972,0.938,16.132,594.0,728.998,6653.0,1,12.04,59342.2,224383.8,2.0,11.9,31.2,28.7,28.3,4.24,9.0,18.4,8.2,23.4,2.8,8.6,16.72,2.05,2.775,1.5,11.52,22.54,6.3,5.2,27.62,4.46,34.36,65.02,11.32,31.48,239.70605,66.610831,0,1,High-High
12005,2316.0,970538.889999,292.0,123065.17,314.0,126337.89,406.0,171373.95,570.0,252727.12,734.0,297034.760001,94.0,82.191781,93.640053,80.254777,90.506553,79.802956,89.58204,75.614035,88.111086,79.836512,88.861556,79.145078,89.613406,-2e-05,-0.008167,0.647937,0.404588,35687.0,71.4,45.91,88.242,6.976,1.624,17.31,1.02,17.796,696.0,883.884,6738.4,1,14.36,51674.8,182160.6,3.0,9.3,31.0,35.9,23.7,4.5,14.58,23.4,9.6,16.8,4.6,11.4,18.1,2.65,2.6,2.76,17.76,26.12,6.28,4.38,30.46,4.92,41.36,64.82,16.9,34.22,240.17198,47.051983,0,0,Non Significant
12011,2286.0,1259375.480002,299.0,162293.780001,430.0,248649.44,547.0,296882.190002,506.0,272395.889999,504.0,279154.18,51.0,82.608696,98.145394,89.534884,98.978128,91.956124,99.145927,89.920949,98.851804,91.071429,98.994287,89.632546,98.88663,-2.3e-05,-0.012655,-2.544197,-0.314693,291429.0,73.0,45.176,69.362,13.562,11.912,22.064,1.164,21.44,780.8,887.144,6585.4,1,13.1,56602.0,1926204.8,1.0,11.0,27.3,29.2,32.4,4.06,16.64,18.2,6.4,18.2,3.0,14.6,19.86,2.325,3.275,5.4,12.26,27.7,9.04,4.8,29.26,5.06,32.96,59.54,14.6,33.46,1592.187703,240.893217,1,1,High-High
12015,1904.0,745001.54,228.0,81004.84,368.0,121929.54,375.0,149504.43,529.0,249897.56,404.0,142665.17,89.0,56.140351,78.143294,56.521739,78.754812,77.333333,93.132732,75.992439,86.096967,77.970297,93.662868,70.535714,86.89127,-1.6e-05,-0.011141,-0.171485,-0.121483,63791.2,73.4,47.304,92.256,2.606,2.324,9.466,1.034,17.784,598.2,1016.806,7585.8,1,11.66,49898.6,181066.8,3.0,9.4,34.6,32.6,23.4,4.86,16.56,20.2,8.2,23.2,3.2,11.38,19.12,2.775,3.5,2.38,17.1,25.2,8.96,3.94,25.9,5.92,39.08,64.78,14.74,37.62,266.1655,93.772114,0,1,High-High
12071,7712.0,4248487.430003,1945.0,1063491.490008,1677.0,967194.430002,1591.0,885808.659995,1287.0,690096.449999,1212.0,641896.399999,184.999236,80.66838,90.464352,85.986881,93.407126,85.103708,91.310305,77.000777,85.629596,82.920792,91.32859,82.481846,90.655924,9e-06,0.005199,0.180619,0.085233,175608.8,73.2,47.216,88.588,2.854,5.238,10.558,0.964,17.212,522.0,1020.242,7781.8,1,12.76,55321.4,737468.0,2.0,11.6,31.0,29.2,28.2,4.16,18.58,20.8,7.2,24.0,3.0,9.4,16.02,2.5,2.25,2.08,12.0,22.6,8.2,4.22,25.44,4.76,37.06,59.86,12.58,32.06,940.032861,223.844347,0,1,High-High
12081,2106.0,974839.889999,365.0,167601.19,387.0,203201.469998,594.0,248006.35,401.0,188840.7,359.0,167190.180001,94.27242,78.630137,93.360363,69.509044,89.978596,60.942761,81.970558,77.306733,84.801412,75.208914,85.912235,71.130104,86.822411,3e-06,-5.2e-05,0.249579,-0.004541,90949.4,74.0,45.328,89.67,3.936,3.14,10.28,0.982,17.096,543.0,1010.432,7793.0,1,12.0,56285.0,384213.4,2.0,10.3,30.1,29.9,29.8,4.1,16.58,20.0,6.8,21.4,3.0,11.16,18.1,2.25,2.275,2.34,11.94,23.46,7.58,4.06,24.08,4.24,38.48,61.46,12.44,34.76,517.158929,122.419713,0,1,High-High
