FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Moran I score for ACS billing fraction,County
18163,2209.0,135359.55,542.0,30244.83,638.0,39660.35,523.0,26629.65,222.0,20262.85,284.0,18561.87,81.0,0.0,0.0,2.194357,2.709431,0.0,0.0,5.855856,4.291992,0.0,0.0,1.222273,1.43636,34906.2,71.0,43.936,90.32,6.902,0.542,22.794,1.01,17.592,757.6,616.542,5116.6,1,16.32,48026.4,181291.2,2.0,9.9,32.5,30.6,27.0,3.52,9.44,22.2,12.4,20.4,3.6,11.1,22.58,3.525,3.875,4.6,14.26,22.94,6.64,3.28,27.26,5.32,39.08,59.92,14.22,24.34,776.490845,149.507228,Non Significant,Vanderburgh
18037,82.0,10669.34,23.0,2735.39,0.0,0.0,23.0,3130.49,12.0,1597.83,24.0,3205.63,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8014.0,73.0,43.662,0.0,0.0,0.0,13.974,0.916,11.946,574.6,604.56,5214.2,0,7.2,61843.2,42543.0,5.0,10.7,38.3,27.2,23.7,2.76,8.92,17.4,6.4,12.4,2.4,10.1,16.66,1.675,1.775,2.86,9.72,20.26,7.96,4.76,23.18,3.16,37.76,61.62,14.66,23.78,99.569592,18.756334,Non Significant,Dubois
18039,435.0,80375.11,144.0,15815.92,151.0,20453.22,40.0,12640.39,57.0,15930.55,43.0,15535.03,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31745.6,71.6,43.688,90.14,4.636,2.994,20.658,0.95,15.01,636.4,552.582,4310.0,1,11.82,55702.6,204557.8,3.0,19.2,34.7,26.3,19.8,3.06,15.04,17.2,9.6,17.8,2.6,10.58,19.38,2.125,2.6,3.82,11.42,24.78,7.44,3.14,26.24,4.36,28.28,56.56,13.58,29.18,441.647343,68.539845,Non Significant,Elkhart
13135,877.0,251958.0,154.0,50431.93,175.0,44994.34,95.0,41790.63,280.0,62318.65,173.0,52422.45,53.498702,7.142857,17.269377,24.0,49.336317,11.578947,39.280217,0.0,0.0,0.0,0.0,7.297605,18.78221,87732.6,71.0,44.058,69.51,16.226,5.188,14.664,0.982,18.786,573.2,729.012,5520.4,1,10.6,68436.8,915045.8,1.0,12.3,22.3,28.4,36.9,4.22,17.74,17.2,6.4,18.2,2.6,11.38,15.82,1.525,2.275,2.8,9.48,24.7,5.98,3.92,26.56,5.02,30.4,58.26,12.14,24.3,2126.119758,203.847736,Non Significant,Gwinnett
13151,676.0,292219.69,137.0,51018.24,169.0,59890.91,115.0,59308.11,125.0,60194.72,130.0,61807.71,23.757621,63.50365,92.809591,57.39645,91.341558,81.73913,83.736271,75.2,84.224962,70.0,74.226031,68.491124,84.968231,29157.4,70.0,45.088,65.158,28.954,2.306,14.018,1.01,19.814,573.4,721.532,5761.6,1,8.98,69195.4,225356.2,1.0,8.8,31.7,31.1,28.5,4.94,12.8,20.0,8.4,27.0,3.6,8.32,14.94,1.5,4.325,2.36,10.32,28.0,5.36,4.5,30.04,4.98,31.4,63.78,11.28,23.8,699.588051,90.515232,Non Significant,Henry
17201,417.0,84691.14,64.0,15661.54,102.0,20484.77,57.0,11836.11,94.0,17691.21,100.0,19017.51,22.693313,60.9375,79.335749,48.039216,73.496359,29.824561,40.775136,28.723404,45.311768,16.0,22.700921,35.491607,52.709528,54424.8,71.0,44.598,84.576,8.622,3.83,22.754,1.0,18.17,707.6,542.892,4547.4,1,15.34,53423.0,284819.2,2.0,12.3,31.7,33.1,22.9,6.22,7.48,20.6,10.4,14.4,3.4,9.66,18.26,2.25,2.575,3.36,11.7,24.52,5.92,3.36,26.88,5.18,33.26,54.36,15.22,23.84,554.811614,106.016417,Non Significant,Winnebago
13291,434.0,33825.74,106.0,7067.31,0.0,0.0,0.0,0.0,257.0,19272.86,71.0,7485.57,14.879961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7955.0,72.8,46.85,96.53,0.2,1.14,13.34,0.858,13.936,675.0,688.872,5261.2,0,14.1,47963.8,23287.8,9.0,11.0,34.0,32.5,22.5,4.34,18.14,16.0,7.6,18.2,2.8,9.68,14.08,1.325,2.525,1.58,11.34,21.78,5.88,3.22,25.66,3.42,34.0,59.9,12.24,24.5,72.338985,24.710648,Low-High,Union
13299,1063.0,244054.040001,184.0,30832.75,166.0,32459.24,191.0,38575.1,267.0,77198.08,255.0,64988.87,30.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7920.6,70.2,45.538,78.5,19.032,0.91,29.412,1.08,19.234,865.0,698.382,5642.8,0,25.16,36864.8,35592.8,5.0,18.6,39.2,27.0,15.2,4.9,15.98,25.6,11.6,28.8,3.8,11.62,17.82,3.15,5.725,3.82,18.26,25.34,8.06,4.98,32.42,5.18,37.88,70.14,14.16,30.56,39.881631,8.87501,Non Significant,Ware
48321,24.0,8164.55,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5327.85,12.0,2836.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6564.0,71.2,48.63,66.264,12.168,18.502,21.1,1.114,18.606,850.8,620.8,3901.2,0,18.36,47260.8,36773.6,4.0,19.4,31.6,31.5,17.4,6.66,21.0,19.6,9.6,13.8,2.0,13.26,17.22,2.375,2.75,3.34,13.14,26.56,4.54,4.7,34.6,3.94,32.66,66.34,24.66,44.86,33.42216,5.965776,Non Significant,Matagorda
51059,1584.0,741195.729999,469.0,201892.43,280.0,140463.83,341.0,161775.28,249.0,120622.59,245.0,116441.6,64.242691,62.046908,81.041602,82.142857,85.271788,66.27566,80.910038,74.297189,78.083094,84.897959,96.597943,71.969697,83.776975,118876.0,74.0,44.518,70.936,6.54,5.446,10.44,0.838,15.904,498.8,668.874,5616.2,1,6.2,119256.8,1145862.4,1.0,7.5,12.8,18.1,61.6,2.86,9.0,14.0,3.4,8.4,2.6,10.38,11.78,1.375,1.1,1.98,6.08,18.54,6.58,3.74,22.34,5.1,29.88,51.42,9.56,21.14,2930.826741,304.054797,High-High,Fairfax
51083,78.0,7781.07,0.0,0.0,18.0,1857.57,15.0,1614.75,23.0,1951.08,22.0,2357.67,4.997549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9269.2,71.4,43.118,64.568,33.51,0.546,24.534,0.996,16.062,840.0,472.426,3637.8,0,17.02,41711.6,34552.0,6.0,18.5,36.0,30.1,15.4,4.92,11.48,14.2,10.2,13.4,1.8,9.22,13.52,2.025,2.425,2.5,11.92,21.38,3.66,3.42,33.06,6.1,26.98,68.12,12.16,25.42,42.247924,11.333771,Non Significant,Halifax
51117,31.0,1421.86,20.0,631.96,0.0,0.0,0.0,0.0,11.0,789.9,0.0,0.0,1.911622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8813.6,71.6,45.556,68.584,29.518,0.484,20.21,0.99,17.61,698.4,518.236,3936.0,0,17.96,41942.4,30727.8,7.0,18.1,31.8,30.0,20.2,4.82,12.52,13.6,11.0,21.6,2.0,10.64,15.38,1.925,3.2,2.48,12.42,21.42,3.98,3.8,31.7,5.28,28.9,66.36,14.26,26.9,49.126358,14.090826,Non Significant,Mecklenburg
53007,13742.0,602098.59,3762.0,177920.3,3190.0,138723.81,2560.0,115698.97,2154.0,87740.55,2076.0,82014.96,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15916.0,73.0,47.4,90.42,0.192,6.602,17.894,0.89,13.376,618.2,505.982,3825.0,1,12.12,55979.8,76229.2,3.0,17.4,26.4,30.5,25.8,5.02,10.34,21.4,7.4,9.6,3.8,10.02,18.84,2.525,3.875,2.02,8.22,18.84,4.76,2.64,20.94,3.4,25.96,46.12,10.12,18.52,26.101198,5.449705,Low-High,Chelan
48135,187.0,15226.45,19.0,1512.78,25.0,1767.49,58.0,4416.75,52.0,4675.44,33.0,2853.99,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17526.2,71.0,45.538,58.524,4.322,35.62,24.92,1.03,17.424,810.2,562.464,4376.6,1,13.0,59282.0,160579.0,3.0,24.0,30.3,30.2,15.4,4.12,21.38,18.0,10.4,17.0,1.8,12.58,16.56,2.15,1.8,2.54,13.24,23.42,4.94,4.62,30.14,5.08,32.9,59.76,16.36,32.62,178.880835,19.523732,Non Significant,Ector
48141,1213.0,155050.73,209.0,27405.0,182.0,15668.95,219.0,21193.93,258.0,36793.81,345.0,53989.04,47.0,15.789474,46.063054,0.0,0.0,0.0,0.0,6.20155,27.644161,12.173913,32.609859,7.502061,26.05642,116148.2,72.0,46.532,35.59,4.346,57.056,20.018,1.092,19.718,617.4,679.444,4453.8,1,20.66,44369.2,836062.2,2.0,21.5,23.7,31.4,23.3,4.58,22.94,15.4,5.2,20.4,2.0,12.5,15.36,1.75,2.075,2.34,9.0,28.02,9.26,3.5,32.68,5.46,32.62,56.66,12.74,22.98,825.583074,114.692409,Non Significant,El Paso
51107,18.0,2523.63,18.0,2523.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29562.0,74.0,42.892,77.424,5.906,4.45,8.106,0.882,16.17,579.8,728.954,6699.6,1,3.38,137777.6,395133.8,1.0,6.1,12.4,20.2,61.3,2.84,6.62,16.2,4.0,10.2,2.8,11.42,14.24,1.525,1.15,1.52,7.2,21.16,6.14,3.98,23.12,5.08,33.76,56.1,10.34,23.04,766.415225,57.339481,Low-High,Loudoun
51161,13.0,997.97,0.0,0.0,0.0,0.0,13.0,997.97,0.0,0.0,0.0,0.0,0.874323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21899.4,74.0,42.48,93.576,3.276,0.548,7.406,0.898,16.262,534.6,542.058,4371.0,1,7.04,66265.0,93823.0,2.0,7.7,25.0,31.8,35.6,3.18,8.0,19.4,5.8,14.8,3.2,10.66,18.24,1.5,1.4,2.34,9.28,21.18,6.52,3.42,25.02,4.28,35.02,55.62,12.8,25.36,374.516003,87.416473,Low-Low,Roanoke
48167,5576.0,331359.61,530.0,30543.26,639.0,39876.34,816.0,49087.22,499.0,33819.48,3092.0,178033.31,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48984.8,71.8,45.478,72.606,13.792,10.332,13.212,1.08,20.806,679.8,628.994,4447.8,1,12.46,69035.0,332884.8,1.0,11.0,24.9,33.0,31.1,4.86,16.22,21.8,9.2,17.4,2.8,11.96,18.82,2.7,2.85,3.44,10.48,26.52,5.98,4.8,28.38,4.84,32.54,59.98,18.08,30.04,879.814356,129.466801,Non Significant,Galveston
48221,873.0,295042.480001,172.0,59618.86,174.0,72204.200001,73.0,27881.8,198.0,54255.47,256.0,81082.15,42.694936,57.55814,70.993156,60.344828,77.781486,58.90411,65.731768,28.282828,44.512692,39.0625,53.901901,46.162658,62.590784,15007.2,73.0,46.456,95.406,0.322,2.532,8.81,0.914,14.34,620.6,830.02,5346.0,1,10.02,63771.0,58317.8,1.0,10.6,30.0,33.0,26.4,4.1,17.96,20.2,8.4,17.0,2.8,11.66,19.46,1.4,1.775,2.08,14.08,21.36,7.5,3.46,24.66,5.26,41.2,60.94,15.66,26.26,138.640313,35.676979,Non Significant,Hood
48245,741.0,106781.07,145.0,32858.85,147.0,9427.52,163.0,20468.03,162.0,25536.38,124.0,18490.29,37.0,0.0,0.0,0.0,0.0,7.97546,21.750212,19.135802,34.312851,21.774194,66.119461,9.581646,23.824242,40745.8,71.0,45.214,63.012,27.912,6.116,20.174,1.16,18.04,759.4,693.344,4677.4,1,18.24,48992.8,254340.0,2.0,15.8,31.9,32.6,19.7,6.72,20.84,18.2,9.8,22.2,2.8,13.58,17.84,1.7,5.525,3.86,14.08,28.12,7.26,5.44,33.26,4.72,34.72,67.44,19.46,36.76,290.244724,46.497812,Non Significant,Jefferson
51570,314.0,30351.81,33.0,3499.36,70.0,7394.85,117.0,10276.18,65.0,6104.54,29.0,3076.88,9.600572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3936.8,73.8,39.446,89.748,5.914,1.276,9.63,0.978,19.022,717.8,632.184,5433.2,1,10.04,53242.6,17428.0,1.0,8.5,31.4,34.6,25.5,3.9,10.02,19.0,9.4,20.6,3.6,10.7,17.82,1.6,1.85,2.78,14.9,24.32,7.0,4.36,31.06,5.94,37.16,66.94,14.2,32.4,2317.553191,523.510638,Non Significant,Colonial Heights
51630,576.0,252867.74,105.0,72204.489999,39.0,18264.34,85.0,29369.09,156.0,34056.42,191.0,98973.400001,31.954874,60.0,93.806133,28.205128,33.265259,70.588235,93.954222,8.974359,22.274714,53.926702,78.184179,43.576389,73.702138,3636.4,71.6,42.244,75.212,19.732,1.784,19.616,0.996,18.598,811.0,726.728,5529.8,1,15.2,56314.6,28621.6,1.0,9.8,23.7,25.5,40.9,4.18,11.0,17.4,8.2,13.0,3.2,11.54,18.18,2.575,2.95,3.92,10.1,23.14,5.16,4.08,27.88,6.28,30.7,60.2,13.4,26.2,2741.532567,348.314176,High-High,Fredericksburg
51650,3830.0,173991.58,879.0,34909.71,952.0,39574.35,853.0,34495.51,764.0,44753.24,382.0,20258.77,36.871972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23046.0,71.8,43.51,50.576,44.976,1.378,12.464,1.032,18.214,722.0,658.128,5056.8,1,15.26,52791.6,135040.6,1.0,8.6,29.1,35.5,26.9,4.82,9.2,18.0,8.6,16.6,3.0,10.54,14.44,1.925,1.875,2.84,9.84,25.5,5.28,3.44,31.62,6.4,33.5,61.92,13.88,23.38,2626.584716,448.252388,Non Significant,Hampton
51700,3548.0,362400.08,568.0,64771.52,328.0,41840.06,199.0,61178.22,156.0,48086.04,2297.0,146524.24,68.836955,10.387324,54.651334,15.853659,52.362927,57.788945,70.829733,55.769231,67.819538,2.699173,22.203555,10.569335,45.746367,25926.8,72.0,42.032,62.78,30.762,2.144,13.056,1.028,17.918,737.8,678.306,5156.4,1,15.8,50243.2,179672.4,1.0,9.0,28.5,36.2,26.3,4.38,10.68,19.0,9.6,16.4,2.8,11.32,16.92,2.05,2.0,2.88,10.54,25.68,6.38,3.96,29.66,5.92,33.5,60.96,13.36,23.58,2614.785924,377.314667,Non Significant,Newport News
51770,6981.0,331091.11,1514.0,73006.17,1311.0,65687.28,1345.0,71403.39,1315.0,56284.4,1496.0,64709.87,116.0,0.0,0.0,1.372998,12.270823,1.635688,24.133224,0.0,0.0,0.0,0.0,0.572984,7.639079,19189.0,70.8,41.964,74.808,21.988,0.884,20.504,1.038,20.804,770.6,514.564,4041.8,1,20.52,41841.8,99228.8,2.0,13.8,34.1,28.7,23.4,3.84,12.7,20.0,9.8,15.6,3.8,10.38,21.76,3.4,3.7,4.52,11.4,24.02,5.46,3.54,28.16,5.22,33.26,55.46,14.08,23.96,2331.394201,450.848174,Low-Low,Roanoke
55071,2298.0,110079.06,0.0,0.0,242.0,15146.68,709.0,34073.65,625.0,30771.29,722.0,30087.44,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18390.6,71.2,44.486,93.846,0.414,0.89,18.954,0.958,13.586,591.2,489.25,3713.2,0,9.66,55823.4,79185.2,4.0,8.0,38.6,33.2,20.2,3.8,6.26,18.4,7.0,16.2,3.4,9.5,19.02,2.075,3.2,2.7,9.8,26.84,5.9,3.04,25.02,4.78,33.66,55.18,14.22,25.62,134.421354,31.219083,Low-Low,Manitowoc
55079,26228.0,1565260.360001,5252.0,361399.93,5406.0,324294.65,5557.0,309055.49,4205.0,245115.720001,5808.0,325394.57,533.975269,0.0,0.0,0.0,0.0,0.197949,0.20541,0.261593,0.251489,0.36157,0.596651,0.163947,0.203975,144748.8,71.0,43.822,69.88,19.538,5.658,28.954,1.154,19.916,850.0,554.006,4730.0,1,19.04,48928.4,951225.8,1.0,11.7,28.4,29.0,31.0,4.42,8.24,22.6,10.4,16.2,3.4,12.04,20.52,3.125,4.2,4.36,11.06,26.32,6.44,3.44,26.46,7.0,34.1,56.08,14.64,25.44,3940.4222,599.617236,Low-Low,Milwaukee
55089,381.0,32483.53,18.0,1375.02,33.0,2454.65,120.0,10883.43,125.0,9791.42,85.0,7979.01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17988.2,73.2,44.504,92.578,0.994,0.714,10.078,0.906,14.258,536.4,577.41,5280.2,1,4.84,84879.8,88597.4,1.0,3.2,20.0,27.9,49.0,2.98,3.96,16.4,4.4,12.4,3.6,9.04,17.32,1.975,1.55,2.16,8.14,17.36,6.78,3.02,20.32,4.68,32.74,50.02,11.24,24.5,380.120733,77.17707,Low-Low,Ozaukee
53061,750.0,1818115.670022,232.0,875203.57001,218.0,816196.730012,210.0,79867.7,49.0,26825.41,41.0,20022.26,38.0,70.258621,95.099496,59.633028,95.060976,57.142857,60.656135,42.857143,32.416988,100.0,100.0,63.333333,92.698264,109610.2,71.2,46.338,84.638,1.606,3.02,19.648,0.944,16.92,601.4,551.402,4546.2,1,7.82,82651.0,798807.8,1.0,7.7,23.3,36.2,32.8,3.8,6.8,19.4,7.0,11.8,2.8,9.02,17.2,2.375,4.05,2.66,7.86,21.16,4.44,3.12,22.0,4.2,24.08,42.98,11.44,19.42,382.704035,52.513591,Non Significant,Snohomish
53071,566.0,245432.98,68.0,14235.46,63.0,19771.97,117.0,55804.74,148.0,73268.54,170.0,82352.27,24.0,0.0,0.0,0.0,0.0,29.059829,32.65995,34.459459,42.493859,41.176471,47.931988,27.385159,36.19461,11728.4,73.0,44.616,89.896,0.608,6.39,17.91,0.952,13.834,707.6,585.224,4613.2,1,14.06,55098.4,60365.4,3.0,11.7,19.8,38.6,29.8,5.08,8.68,23.8,7.6,13.8,3.0,11.52,17.84,1.95,4.275,2.16,9.28,21.52,6.96,3.22,23.24,5.3,28.66,48.62,13.52,22.36,47.526983,9.234023,Non Significant,Walla Walla
53073,560.0,382041.180002,197.0,133237.679998,148.0,102245.280001,86.0,72212.920002,63.0,42092.120001,66.0,32253.18,25.0,88.324873,98.101843,90.540541,94.465123,100.0,100.0,100.0,100.0,62.121212,66.118938,88.928571,94.996369,40706.4,71.6,47.24,88.552,0.802,2.756,19.236,0.884,14.044,520.2,555.806,4924.4,1,14.04,60730.6,220821.4,3.0,7.2,23.4,35.2,34.3,5.22,8.48,16.8,7.0,10.2,2.8,8.62,17.16,2.55,3.55,2.5,7.96,17.8,5.72,3.02,20.56,4.42,28.14,44.28,11.4,20.72,104.810815,19.320913,High-High,Whatcom
36009,209.0,48431.56,32.0,8238.53,41.0,10333.26,26.0,5929.4,50.0,11458.58,60.0,12471.79,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16693.6,69.2,47.46,93.284,0.912,0.744,33.638,1.032,17.18,787.8,527.42,4552.4,0,16.04,46766.4,77120.6,4.0,11.2,39.2,30.6,19.1,5.74,6.92,17.8,15.6,24.4,3.6,10.74,22.16,3.375,4.25,4.24,19.52,24.84,6.38,3.94,27.68,7.2,31.92,59.42,17.12,29.36,58.944931,12.759277,Non Significant,Cattaraugus
51087,3666.0,850142.850001,441.0,200203.969999,611.0,181585.960001,829.0,174523.67,947.0,161015.15,838.0,132814.1,59.894871,73.015873,90.628508,41.080196,84.663198,25.693607,84.113255,20.802534,76.50836,21.599045,83.054668,31.751227,84.159297,50581.8,73.0,40.284,72.128,21.998,1.01,10.222,0.968,16.49,661.8,677.204,5351.4,1,9.14,67407.6,327535.2,1.0,8.3,21.2,26.8,43.7,3.46,9.74,17.4,6.2,20.2,2.8,12.22,17.9,1.775,2.0,2.76,9.42,21.68,7.56,4.14,26.2,5.66,32.74,61.42,12.52,25.14,1401.537889,216.441803,Non Significant,Henrico
01109,28.0,2776.38,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1129.92,17.0,1646.46,1.965641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5929.8,69.4,44.454,68.02,30.836667,0.333333,28.732,0.998,17.164,801.2,669.958,4995.6,0,24.82,37764.8,33333.0,6.0,15.0,35.7,25.5,23.7,5.18,13.4,18.2,9.8,33.8,2.8,11.58,15.54,1.725,2.375,4.7,11.24,28.22,7.24,3.6,31.44,5.0,33.78,66.9,13.48,27.2,49.595741,8.822873,Non Significant,Pike
09009,6454.0,802259.289999,805.0,155787.989999,1422.0,146590.36,1856.0,206308.540001,1531.0,155173.669999,840.0,138398.73,189.999669,9.689441,37.404135,2.180028,17.545908,1.400862,7.339144,0.0,0.0,1.309524,6.372356,2.262163,13.456036,146715.2,72.6,43.336,79.976,8.902,6.932,32.328,1.114,19.464,803.8,635.796,5725.8,1,11.92,66388.2,857512.6,2.0,9.9,30.7,24.4,35.0,4.8,6.3,16.4,8.6,16.2,3.0,13.08,21.0,3.075,4.225,4.96,11.56,24.16,7.3,3.94,27.52,6.88,32.42,60.68,15.84,25.9,1418.534473,242.702637,Non Significant,New Haven
21117,386.0,38934.28,38.0,1130.21,85.0,26067.77,65.0,2877.56,103.0,4951.23,95.0,3907.51,18.0,0.0,0.0,56.470588,95.727866,0.0,0.0,0.0,0.0,0.0,0.0,12.435233,64.092928,25584.8,71.0,44.922,93.9,3.02,0.542,16.32,1.064,19.54,774.2,649.244,5102.6,1,11.8,61471.8,165667.6,1.0,10.1,28.7,29.5,31.7,3.82,5.96,22.8,12.4,27.2,3.8,11.06,23.74,3.125,4.35,3.16,13.16,26.32,8.92,3.54,25.7,5.64,38.92,60.36,15.62,28.68,1033.807176,159.655538,Non Significant,Kenton
48375,70.0,25374.86,0.0,0.0,11.0,882.74,15.0,4961.19,19.0,10690.54,25.0,8840.39,3.649024,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,84.285714,96.521202,16902.8,71.2,44.684,73.69,7.184,15.754,24.77,1.048,17.398,713.6,714.938,5440.4,1,20.58,41748.8,119674.0,2.0,23.0,32.0,30.1,14.9,3.12,24.08,20.0,10.0,13.0,2.6,10.3,18.82,2.525,3.225,3.12,13.16,22.98,5.9,3.9,25.16,5.96,35.88,60.92,16.0,30.98,131.745874,18.607836,Non Significant,Potter
53057,486.0,93778.04,34.0,16064.62,0.0,0.0,80.0,11215.39,190.0,28117.82,182.0,38380.21,25.0,100.0,100.0,0.0,0.0,18.75,74.390904,26.842105,76.423314,36.813187,84.463139,34.36214,83.509476,27961.2,72.0,47.106,90.99,0.318,3.954,15.294,0.858,15.716,607.6,580.986,4775.8,1,11.68,64268.8,125612.4,3.0,9.8,26.3,37.6,26.2,5.78,9.2,17.8,6.6,10.0,2.8,7.5,15.5,2.025,3.2,1.42,7.54,16.42,4.16,2.96,20.38,3.56,28.56,44.84,10.5,19.72,72.557869,16.151312,High-High,Skagit
06085,46572.0,8239946.220002,9287.0,1337552.180001,8900.0,1654163.660004,8659.0,1814183.979999,8988.0,1775840.149997,10738.0,1658206.25,846.132731,6.320663,42.58512,5.730337,51.109345,7.4258,55.069485,8.333333,56.227347,4.749488,46.031361,6.439492,50.678667,230556.8,73.4,45.45,55.18,2.388,13.096,25.758,0.944,18.062,506.2,626.772,5166.4,1,7.7,117975.8,1927470.4,1.0,11.6,14.1,21.9,52.4,3.28,5.34,13.8,3.4,8.6,2.4,9.5,12.0,1.525,1.75,2.38,5.88,21.24,7.9,3.2,26.12,4.86,22.1,50.2,11.02,21.12,1494.047283,178.712348,Non Significant,Santa Clara
13045,101.0,10201.54,26.0,3374.22,58.0,5916.63,17.0,910.69,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19389.4,69.4,45.486,83.572,13.336,1.356,22.86,0.998,18.622,861.4,631.842,5041.0,1,16.84,51826.8,117183.4,1.0,15.4,33.4,30.2,21.1,5.14,15.98,23.0,16.4,23.6,3.8,9.7,15.76,1.75,4.875,2.9,13.0,24.88,4.96,3.88,28.84,4.96,34.0,64.08,12.3,28.2,234.800712,38.850596,Non Significant,Carroll
28033,120.0,51277.43,17.0,11557.22,26.0,6401.0,12.0,4730.53,47.0,19709.67,18.0,8879.01,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25286.0,71.0,42.848,83.416,14.146,0.908,13.756,1.03,19.528,697.6,663.336,5460.8,1,9.46,65289.8,178974.8,1.0,9.6,29.2,36.2,25.0,4.3,11.06,19.0,9.8,13.8,3.0,9.3,17.58,1.75,3.4,2.3,12.38,25.96,5.08,4.36,28.58,3.68,34.48,63.92,15.56,31.62,375.882977,53.105672,Non Significant,DeSoto
42001,34.0,13116.18,11.0,4259.45,0.0,0.0,12.0,4745.6,0.0,0.0,11.0,4111.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21988.4,73.0,45.158,94.924,0.974,1.35,11.094,0.942,15.794,608.6,629.09,5428.0,1,8.34,62756.6,102470.4,3.0,11.2,39.9,26.6,22.3,3.74,7.46,20.2,7.6,22.0,3.2,9.46,19.88,1.375,2.0,2.42,10.82,21.94,7.46,4.14,27.24,5.78,34.16,62.62,12.16,27.26,197.564531,42.393978,Low-High,Adams
13245,15668.0,1313606.41,3652.0,295776.79,3555.0,278263.550001,3245.0,250187.8,2699.0,264871.169999,2517.0,224507.100001,287.0,0.355969,0.485552,0.0,0.0,0.0,0.0,3.964431,11.808628,3.456496,9.356341,1.321164,4.089463,33390.6,70.0,45.274,51.256,43.936,1.882,18.576,1.05,20.308,640.8,659.33,4002.6,1,23.44,41044.8,201851.6,2.0,15.9,31.4,31.4,21.4,6.06,14.64,15.4,8.8,22.0,2.0,9.64,14.12,1.75,2.05,3.32,9.68,23.34,3.6,3.06,28.94,4.24,27.32,53.74,11.92,21.38,622.372551,102.953818,Low-High,Richmond
