FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Moran I score for ACS billing fraction,County
51015,75.0,27217.61,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4093.2,64.0,23124.41,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17078.2,72.2,46.194,94.9,2.284,0.512,10.02,0.904,15.132,624.0,558.408,4495.4,1,8.74,59239.2,75079.2,3.0,12.6,38.7,25.9,22.7,3.2,10.76,20.6,9.2,14.8,3.0,8.08,18.58,1.725,2.75,1.86,9.78,23.46,6.44,2.7,28.06,4.12,30.8,58.08,13.44,23.92,77.641445,17.661032,Non Significant,Augusta
54081,1355.0,267840.56,16.0,1728.48,256.0,43211.4,35.0,16846.49,205.0,94816.16,843.0,111238.03,43.995135,0.0,0.0,13.28125,38.943381,0.0,0.0,49.268293,55.212856,9.252669,41.831018,15.719557,43.201332,18908.2,69.0,46.988,92.068,6.014,0.542,25.97,1.052,21.468,827.6,526.274,4240.6,1,19.06,41763.2,75251.6,3.0,13.5,40.0,28.1,18.4,5.9,7.48,18.6,14.0,16.2,2.6,9.68,23.04,2.15,3.85,4.66,19.82,24.38,6.08,3.48,29.52,5.32,33.48,63.54,14.88,34.12,124.310689,31.235102,High-Low,Raleigh
51061,15.0,2335.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2335.84,0.99865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10966.8,73.0,45.544,85.488,9.364,1.45,8.058,0.892,17.206,690.0,783.312,5706.4,1,6.1,95021.2,69727.8,1.0,7.5,26.6,29.5,36.4,3.08,9.56,17.8,6.4,10.6,2.8,9.94,13.74,1.85,1.45,1.5,8.9,20.86,5.54,3.66,24.9,4.78,30.16,54.68,10.62,23.22,107.696205,16.938477,Low-High,Fauquier
51069,26.0,13755.72,13.0,7172.93,13.0,6582.79,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,14713.6,72.8,45.18,93.864,2.246,1.434,10.062,0.898,17.286,612.2,629.708,5281.8,1,6.94,74566.4,86414.6,3.0,10.8,32.4,28.5,28.3,3.08,10.34,15.8,9.8,18.2,3.0,10.68,17.8,1.4,1.375,1.76,11.84,24.46,5.88,4.0,26.88,4.6,32.2,62.14,12.4,24.08,208.985335,35.583416,High-High,Frederick
51085,338.0,96523.33,68.0,18249.26,68.0,17442.73,57.0,20726.79,67.0,19794.07,78.0,20310.48,14.99902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18822.2,73.0,43.562,88.43,8.36,0.49,6.758,0.904,15.61,627.4,733.584,5706.2,1,5.54,87376.0,105537.4,1.0,6.9,25.5,27.9,39.8,3.08,7.26,18.4,7.2,21.2,3.0,10.44,16.16,1.375,1.375,2.16,9.74,21.76,6.78,4.08,25.92,5.32,34.18,61.18,12.06,26.42,225.249287,40.172367,Non Significant,Hanover
51095,2299.0,268469.550001,174.0,26055.56,136.0,29897.43,193.0,54705.16,131.0,38917.35,1665.0,118894.05,41.748468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18632.4,74.2,45.114,87.94,7.25,1.016,3.752,0.868,14.352,532.6,831.054,7228.8,1,6.64,85833.2,74915.8,1.0,4.9,17.8,26.9,50.4,3.4,8.06,17.8,6.0,14.2,3.4,9.74,14.96,1.6,1.0,1.72,8.4,18.56,9.28,3.36,20.54,5.28,35.22,61.84,11.52,23.4,525.957441,130.811517,Non Significant,James City
50025,298.0,16098.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,16098.58,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10342.2,71.0,45.882,93.478,0.522,0.846,25.444,0.806,14.528,624.0,382.096,3252.0,0,12.22,50141.6,42823.4,7.0,7.6,29.5,24.8,38.1,3.02,5.5,16.0,8.2,11.6,3.4,7.84,21.06,3.35,3.675,2.64,8.98,12.72,5.02,2.78,17.4,4.2,24.36,39.88,8.78,18.24,54.530915,13.16966,Low-Low,Windham
53075,196.0,7788.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,748.52,176.0,7040.18,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5232.2,72.8,46.296,93.888,0.49,1.15,13.768,0.848,12.434,555.8,512.492,4143.4,0,23.96,44543.6,49231.4,4.0,4.5,15.9,29.8,49.8,4.5,6.34,16.0,7.4,9.0,2.8,9.04,14.6,2.0,2.0,2.12,10.5,17.02,6.0,3.08,23.46,4.32,34.24,44.16,12.94,21.02,22.801921,2.423336,Non Significant,Whitman
54029,66.0,8959.94,0.0,0.0,0.0,0.0,33.0,5070.12,11.0,1675.19,22.0,2214.63,2.480046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7372.0,72.4,43.594,95.818,1.882,0.66,16.772,1.07,21.374,931.8,600.482,5901.8,1,13.5,45967.4,29382.8,3.0,9.6,41.9,31.1,17.4,6.34,7.32,18.0,11.8,29.2,2.8,12.1,21.1,1.95,4.125,2.52,15.88,25.04,5.2,5.26,30.48,5.54,36.18,61.92,15.84,33.5,355.685216,89.239671,Low-Low,Hancock
54055,322.0,142845.51,13.0,7251.95,11.0,919.14,67.0,32473.95,132.0,54097.7,99.0,48102.77,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16102.2,68.8,47.35,93.48,5.098,0.29,31.358,1.004,18.674,951.2,499.79,3695.2,0,20.74,37605.4,59918.8,4.0,16.5,39.5,24.6,19.4,6.32,7.94,17.6,14.0,16.4,3.6,9.64,23.32,2.35,3.85,3.74,20.5,22.66,5.88,3.8,33.02,6.36,31.08,63.32,16.6,35.14,143.006685,38.430714,Low-Low,Mercer
21019,4933.0,311624.230001,2801.0,158956.030001,1376.0,84277.57,631.0,49552.65,75.0,10607.58,50.0,8230.4,64.855274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11406.0,69.2,46.178,97.494,1.156,0.372,23.624,1.086,19.946,981.2,521.516,4091.8,1,19.54,45352.8,47682.0,2.0,11.8,33.9,35.0,19.4,6.58,5.92,23.0,18.0,20.6,3.8,9.52,22.86,2.45,4.775,3.48,19.02,28.34,5.72,3.2,33.28,8.76,39.68,67.44,16.88,34.4,298.266026,71.348146,Low-Low,Boyd
21037,1620.0,85518.14,202.0,8349.41,254.0,10697.56,395.0,21248.82,396.0,25957.76,373.0,19264.59,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15199.4,71.0,45.48,95.64,1.44,0.392,15.396,1.036,19.468,711.2,617.948,4721.8,1,12.36,60398.4,92861.4,1.0,9.2,28.2,26.2,36.3,3.62,5.04,22.4,11.8,29.0,3.6,10.8,22.18,2.85,4.275,2.52,12.82,24.54,7.68,3.6,26.18,4.78,39.0,58.7,15.98,27.96,613.724324,100.45338,Non Significant,Campbell
21093,775.0,91957.92,140.0,20040.69,134.0,11087.09,115.0,16548.39,140.0,19449.77,246.0,24831.98,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18235.8,70.2,45.614,85.682,9.064,1.896,16.552,0.998,17.444,697.0,575.232,5888.8,1,13.14,52867.8,108526.8,3.0,9.5,30.4,38.1,22.0,4.36,5.54,18.6,15.0,15.0,4.2,9.2,22.18,2.0,3.3,2.64,17.62,25.7,6.68,3.64,32.14,6.4,40.86,64.84,18.66,25.54,174.122623,29.257891,Non Significant,Hardin
40047,182.0,78190.1,11.0,5351.72,12.0,5309.09,13.0,7346.04,65.0,25061.9,81.0,35121.35,11.0,0.0,0.0,0.0,0.0,100.0,100.0,80.0,81.591978,86.419753,88.855781,74.175824,75.45954,11122.0,72.0,43.408,91.628,2.644,2.372,17.512,1.004,14.568,772.4,591.532,4458.4,0,14.2,51759.0,61898.4,5.0,12.1,36.2,28.8,22.9,3.48,16.88,23.2,11.0,15.6,2.8,12.08,19.92,1.425,2.55,3.1,16.46,25.54,5.0,4.9,26.86,5.38,40.38,63.08,19.54,34.4,58.479347,10.507659,Non Significant,Garfield
37183,2072.0,535951.22,346.0,105713.98,317.0,85816.09,421.0,143600.47,420.0,107008.01,568.0,93812.67,93.980767,46.531792,71.442131,36.908517,72.095081,41.567696,62.391077,37.142857,67.720482,22.535211,58.826073,35.569498,66.170207,124625.8,71.6,43.998,75.452,16.856,2.268,13.93,0.92,16.21,606.6,728.948,5785.2,1,9.12,77797.8,1069078.8,1.0,7.0,15.1,25.1,52.8,3.94,9.8,18.6,7.2,15.4,2.8,10.64,17.58,1.725,2.475,3.28,8.12,21.48,6.2,3.38,25.04,4.62,30.6,55.5,10.92,21.8,1279.99818,149.21332,Non Significant,Wake
39009,750.0,35796.94,425.0,20232.25,265.0,13234.56,0.0,0.0,0.0,0.0,60.0,2330.13,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9466.2,68.8,46.842,95.478,1.654,0.512,31.726,1.002,17.734,883.8,512.152,3898.0,0,29.28,40704.6,65917.4,4.0,10.0,35.1,24.7,30.2,5.94,9.04,21.6,18.8,20.0,3.6,9.42,24.74,2.5,4.2,4.16,18.22,24.06,5.96,3.12,31.08,5.06,35.98,60.76,14.24,27.04,130.892895,18.797136,Low-Low,Athens
55027,26.0,6664.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6664.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16668.4,72.0,44.33,94.948,0.368,1.24,16.128,0.922,14.464,747.6,453.912,3589.0,0,8.8,59332.6,87715.0,4.0,9.2,40.9,32.9,17.0,3.28,5.58,18.6,8.6,14.4,2.8,8.18,16.18,1.95,1.825,2.08,9.84,21.3,4.74,2.72,24.82,4.7,28.26,54.7,14.04,23.52,100.174161,19.036003,Low-Low,Dodge
51003,12.0,7292.27,0.0,0.0,12.0,7292.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,18206.4,74.0,42.992,87.804,6.71,0.79,7.036,0.864,15.306,531.8,587.592,5225.2,1,8.26,77748.0,107404.6,3.0,7.9,15.8,21.2,55.1,3.12,9.76,17.6,6.0,9.6,3.0,10.06,17.64,1.975,1.475,1.56,7.5,17.96,7.06,2.88,20.04,4.7,32.36,49.16,10.82,20.04,149.028581,25.262176,Non Significant,Albemarle
01003,524.0,29853.6,50.0,4107.68,238.0,12862.19,236.0,12883.73,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47450.4,72.2,46.114,92.722,4.384,1.06,8.484,0.92,15.616,565.6,811.67,7523.2,1,10.92,56582.6,212830.0,3.0,9.2,27.7,31.3,31.9,4.32,11.52,19.8,8.4,20.8,3.0,10.82,15.9,1.775,3.15,2.14,11.18,20.4,6.2,3.86,23.58,4.76,37.42,60.28,12.38,32.04,133.873533,29.847074,Low-High,Baldwin
01073,41049.0,6807547.299987,7125.0,1354279.899999,7344.0,1032262.48,7666.0,1231788.350004,9659.0,1615867.259991,9255.0,1573349.309993,757.404953,4.631579,55.460212,4.398148,40.365725,5.778763,45.095215,6.232529,46.817006,7.206915,48.947355,5.761407,47.739042,120902.2,70.0,43.952,65.758,31.884,0.546,15.5,1.036,18.746,682.2,730.968,6297.2,1,16.46,51679.0,659679.8,1.0,9.9,26.4,30.3,33.4,4.5,10.6,18.6,9.0,23.4,3.2,12.14,18.92,2.1,3.325,4.08,10.1,25.08,6.52,3.86,26.72,5.52,35.72,61.16,14.0,25.52,593.623726,108.795835,Non Significant,Jefferson
01103,87.0,28305.44,15.0,4496.0,22.0,5885.64,26.0,7203.3,24.0,10720.5,0.0,0.0,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,24586.2,71.0,44.148,89.446,8.416,1.028,19.338,0.994,16.374,673.0,712.782,6728.4,1,14.78,50100.6,119212.6,3.0,15.9,30.4,31.3,22.4,4.34,12.5,25.0,13.4,21.0,2.8,11.4,19.98,2.4,6.55,3.12,15.52,25.42,5.8,3.66,31.72,4.64,38.44,65.38,14.98,27.88,205.774187,42.438512,Non Significant,Morgan
19041,75.0,28365.71,0.0,0.0,0.0,0.0,31.0,10698.97,14.0,6760.88,30.0,10905.86,4.996742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3740.2,74.0,43.906,0.0,0.0,0.0,15.916,0.904,14.104,607.8,528.816,3693.0,0,10.0,54652.0,16211.2,7.0,6.4,34.4,36.4,22.7,3.44,5.34,19.4,6.8,21.6,2.4,10.06,16.4,1.7,1.825,1.86,11.98,19.54,3.7,3.48,23.94,2.8,28.52,48.18,11.84,23.3,28.579185,6.593705,Non Significant,Clay
19049,1863.0,254808.15,865.0,58754.36,518.0,59492.41,95.0,39030.19,146.0,48141.13,239.0,49390.06,27.911427,4.739884,35.631654,19.498069,70.288496,100.0,100.0,91.09589,97.964173,49.372385,90.116372,26.19431,75.920354,10377.4,73.0,42.462,94.524,0.674,1.378,10.718,0.86,13.354,503.8,594.668,5238.8,1,4.82,87687.8,87098.6,2.0,4.4,17.7,27.6,50.4,2.26,3.88,19.2,6.4,16.6,2.4,9.22,19.3,1.25,1.775,2.14,9.4,16.96,6.92,2.72,21.72,3.72,29.8,53.28,10.4,22.24,148.01435,17.635233,Non Significant,Dallas
19057,496.0,76990.62,73.0,12447.31,119.0,15925.86,141.0,28886.2,48.0,6649.57,115.0,13081.68,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9056.2,72.4,44.162,95.034,2.796,0.716,15.972,0.936,16.808,787.8,486.692,4052.6,0,14.38,51048.2,39385.8,5.0,8.0,33.5,38.4,20.1,4.24,5.1,17.6,9.2,14.6,2.8,8.94,18.74,1.6,1.875,2.68,12.76,18.02,5.02,3.4,24.28,4.88,27.56,55.96,10.86,26.14,94.649419,21.763277,Non Significant,Des Moines
19179,11.0,4816.76,0.0,0.0,11.0,4816.76,0.0,0.0,0.0,0.0,0.0,0.0,0.999653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7450.8,71.2,44.84,95.932,0.738,1.688,25.206,0.996,15.966,824.8,453.824,3641.4,0,15.2,46358.0,35140.6,5.0,11.9,34.9,34.4,18.8,4.5,7.58,21.2,11.2,18.6,3.4,10.52,19.72,1.825,2.4,4.04,16.5,21.72,4.5,3.28,26.36,5.6,26.46,57.18,16.02,28.38,81.375439,17.253892,Non Significant,Wapello
19187,16.0,2279.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2279.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7773.0,72.2,44.708,95.748,1.63,0.908,18.678,0.962,14.2,647.8,427.42,3444.2,0,13.94,49416.8,36545.4,5.0,9.5,33.9,36.7,19.9,3.68,5.72,19.4,9.8,18.0,2.8,12.32,18.64,1.975,2.075,3.12,13.36,22.26,5.04,2.92,23.38,4.74,27.36,50.54,13.22,26.2,51.068236,10.861925,Non Significant,Webster
39045,565.0,76999.59,99.0,14763.27,97.0,15311.54,141.0,18740.64,122.0,14938.54,106.0,13245.6,34.98895,17.171717,37.86336,18.556701,49.233258,0.0,0.0,0.0,0.0,0.0,0.0,6.19469,17.049753,26492.4,69.8,46.192,93.4,3.098,0.558,22.148,1.016,17.258,816.4,607.398,4479.0,1,9.04,66672.0,154457.0,1.0,7.4,34.0,31.0,27.6,4.18,6.3,18.4,11.8,19.6,3.8,10.72,23.32,2.125,3.325,3.52,12.44,24.9,5.92,4.04,28.48,4.84,37.28,61.18,13.2,29.82,306.212593,52.521456,Low-Low,Fairfield
35013,394.0,135292.43,141.0,54334.38,113.0,39406.37,101.0,26164.38,0.0,0.0,39.0,15387.3,20.0,56.737589,82.179846,69.026549,97.236868,49.50495,92.69461,0.0,0.0,61.538462,84.676974,58.883249,88.882948,36228.6,71.8,48.15,59.79,1.376,36.314,21.398,0.93,17.25,607.0,673.974,5339.0,1,25.26,39659.4,216068.8,3.0,20.6,22.7,29.6,27.1,6.58,12.84,17.6,6.6,17.2,2.8,10.66,15.38,2.175,2.775,2.32,8.94,20.24,7.12,3.04,28.1,5.26,32.3,55.24,10.66,25.78,56.748044,9.515035,Non Significant,Doña Ana
35017,33.0,11115.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11115.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7922.0,72.2,49.362,66.86,0.362,30.4,17.172,0.804,13.776,566.2,453.646,3902.8,0,20.48,40348.4,27669.4,7.0,12.5,26.5,32.2,28.8,5.74,8.24,16.2,6.0,7.2,2.0,7.58,12.4,1.65,1.875,1.62,7.42,12.3,4.24,2.82,21.96,4.18,24.7,43.9,10.48,18.78,6.984356,1.999684,Non Significant,Grant
36065,1422.0,108347.78,233.0,21148.09,271.0,21148.33,356.0,24088.97,309.0,24411.69,253.0,17550.7,56.384966,0.0,0.0,5.904059,7.877123,0.0,0.0,4.854369,5.640986,0.0,0.0,2.180028,2.808493,48895.8,71.0,45.838,90.254,3.404,2.202,26.392,1.024,18.46,714.4,609.344,5503.0,1,15.96,52728.0,229959.0,2.0,11.5,31.9,30.9,25.7,4.76,5.4,15.2,10.0,17.6,2.6,10.4,16.46,2.025,2.325,4.46,14.36,22.56,6.26,3.86,27.06,5.46,29.56,58.46,13.26,26.54,189.668014,40.328795,Low-Low,Oneida
36077,5263.0,212250.77,574.0,23708.84,647.0,24101.77,856.0,34541.9,1072.0,44794.87,2114.0,85103.39,84.599603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13073.8,71.8,46.204,94.43,0.888,1.326,23.232,0.892,17.93,676.0,414.544,3453.2,0,14.66,51254.4,59971.8,7.0,8.3,31.3,29.4,31.1,4.76,5.66,17.0,8.2,12.6,2.4,8.94,15.64,1.825,2.025,2.2,9.98,17.0,5.34,3.16,22.86,4.18,26.92,49.54,13.12,25.4,59.870021,13.051612,Low-Low,Otsego
13051,5848.0,1084533.66,987.0,175428.0,1099.0,227541.42,1122.0,157723.72,1535.0,281400.99,1105.0,242439.53,121.0,33.738602,67.389738,40.582348,73.280214,32.709447,59.725443,36.807818,61.145122,54.117647,85.96198,39.483584,70.04239,45261.2,72.0,45.046,69.796,25.56,1.394,14.07,0.998,17.082,671.6,733.47,5889.8,1,15.98,53517.0,288495.8,2.0,10.1,24.2,32.1,33.6,4.6,15.84,18.0,7.8,14.8,3.0,10.16,14.78,2.075,2.075,3.02,11.3,21.94,5.06,3.7,26.18,4.66,31.96,61.02,12.26,21.06,676.526193,106.13807,High-High,Chatham
06047,910.0,354548.180001,62.0,23639.72,107.0,21461.85,286.0,129353.360001,143.0,52943.68,312.0,127149.57,49.0,25.806452,88.489077,31.775701,73.966037,44.055944,75.827076,42.657343,75.80325,49.038462,76.977783,42.857143,76.967782,32976.0,71.0,46.794,53.116,4.594,34.828,36.9,1.052,20.03,721.6,714.484,5578.6,1,21.48,50851.8,271381.6,2.0,30.9,25.3,30.1,13.8,9.62,9.52,16.0,6.8,15.4,3.0,8.6,13.14,1.9,2.825,2.12,11.66,26.44,4.76,3.86,35.58,7.66,27.2,59.06,18.2,30.42,140.250918,17.042107,High-High,Merced
06077,3327.0,199463.89,2159.0,96962.11,247.0,20789.29,305.0,18627.32,355.0,50950.47,261.0,12134.7,54.998193,0.0,0.0,0.0,0.0,0.0,0.0,9.295775,49.070067,0.0,0.0,0.991885,12.534314,96930.0,70.6,46.552,57.198,7.486,22.828,32.8,1.032,18.482,702.8,588.67,4799.0,1,15.1,61070.8,742603.0,2.0,20.7,28.3,32.2,18.8,7.24,7.9,16.8,8.2,20.8,2.8,8.88,14.66,2.15,2.9,3.4,10.28,26.42,5.46,3.86,30.88,6.1,28.16,57.86,14.48,26.6,533.739134,69.667554,Non Significant,San Joaquin
06107,155.0,71388.85,15.0,9258.32,12.0,7499.4,30.0,6946.46,45.0,23053.68,53.0,24630.99,10.0,100.0,100.0,100.0,100.0,0.0,0.0,48.888889,72.137247,79.245283,82.134011,58.709677,75.107569,56604.0,71.0,47.112,57.43,1.34,36.288,38.688,1.042,18.268,605.8,800.716,5094.0,1,23.4,48064.2,461897.6,2.0,29.2,25.5,30.7,14.6,10.62,9.68,19.0,6.6,18.6,2.6,8.96,15.54,2.1,3.05,2.62,10.72,25.88,6.04,3.92,33.38,6.38,31.4,62.12,15.94,29.04,95.74565,11.733308,High-High,Tulare
28035,996.0,365651.27,200.0,70744.41,211.0,76405.16,214.0,89022.8,172.0,66002.36,199.0,63476.54,38.43058,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12857.0,69.8,44.2,72.182,25.8,0.764,28.504,1.064,22.514,970.0,741.32,6545.0,1,24.4,38117.2,75224.2,3.0,12.6,27.2,32.4,27.8,5.42,15.42,24.6,11.0,13.2,4.2,12.0,22.18,2.0,5.35,4.98,12.7,24.12,6.86,3.64,29.06,5.28,40.54,64.44,13.52,32.72,161.316624,27.571551,Non Significant,Forrest
36113,2727.0,130197.73,86.0,22610.58,25.0,2679.65,14.0,2084.75,103.0,8788.81,2499.0,94033.94,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16276.4,70.2,47.508,95.184,0.906,1.03,25.532,0.944,17.636,603.8,556.272,4859.0,1,10.72,57810.8,64276.4,3.0,8.1,30.6,30.0,31.3,5.04,5.08,14.4,11.4,18.0,2.4,9.54,18.34,3.5,2.95,3.58,10.94,22.52,7.46,3.02,22.06,5.82,29.92,53.02,10.1,24.06,74.140668,18.77428,Low-Low,Warren
42011,1347.0,358639.19,238.0,53486.16,259.0,65563.06,283.0,61768.97,268.0,86559.63,299.0,91261.37,67.0,66.386555,78.783035,59.073359,68.489299,64.664311,77.6158,76.865672,90.49766,64.548495,83.303439,66.295471,80.677876,77424.6,72.0,44.608,88.388,2.696,5.718,15.564,1.0,17.288,596.4,680.842,6234.4,1,11.8,61266.2,418025.2,2.0,13.3,36.7,25.1,24.9,4.66,7.74,20.2,8.0,22.6,3.2,10.44,19.0,1.725,2.075,3.26,10.84,24.16,9.58,4.06,26.3,7.12,35.1,62.34,13.46,26.9,488.058694,90.395864,High-High,Berks
42019,360.0,45090.2,72.0,8938.73,74.0,9348.04,48.0,5938.02,92.0,11864.42,74.0,9000.99,16.428617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37887.8,71.0,46.728,95.748,0.896,0.532,14.504,0.95,15.604,615.4,585.012,5194.6,1,8.34,68523.0,186899.0,1.0,5.1,32.7,26.2,36.0,4.48,4.64,17.0,8.4,30.2,3.2,10.46,18.72,2.175,2.525,2.64,10.64,20.42,7.52,4.34,23.76,4.36,35.82,53.7,13.62,25.82,236.999812,48.044139,Low-Low,Butler
42025,162.0,16236.8,18.0,1954.98,14.0,1355.9,46.0,4813.65,73.0,6569.32,11.0,1542.95,8.804864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14881.0,71.2,45.874,95.632,0.882,1.644,17.144,1.032,17.99,745.8,630.364,5443.4,1,11.76,53684.6,63887.4,2.0,10.6,45.3,26.2,17.9,5.68,6.46,19.6,10.8,21.0,3.0,8.98,18.8,1.85,3.0,3.36,13.06,24.34,6.18,4.28,29.14,4.92,38.24,64.16,14.22,30.28,167.481256,39.010643,Low-High,Carbon
42037,241.0,79851.52,34.0,9019.89,32.0,11567.58,20.0,7086.07,70.0,26781.23,85.0,25396.75,7.927079,55.882353,75.639836,100.0,100.0,100.0,100.0,57.142857,82.938834,60.0,79.353618,67.219917,84.959635,13692.6,70.4,44.784,96.258,0.676,0.656,22.668,0.998,17.542,732.8,483.42,4465.2,1,13.8,50007.4,65714.8,3.0,9.7,43.0,24.4,22.9,5.28,6.46,19.2,11.4,26.6,3.8,8.88,19.94,2.0,1.725,3.0,11.72,24.98,6.94,3.5,25.46,6.28,32.56,55.8,13.38,27.1,136.025071,28.342731,High-High,Columbia
42075,180.0,74193.23,18.0,4981.64,13.0,5351.13,29.0,9801.17,37.0,15581.09,83.0,38478.2,10.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29074.2,73.8,44.29,92.772,1.01,3.524,12.24,0.96,15.468,523.0,561.296,5248.8,1,10.54,57967.2,139728.8,3.0,12.8,44.0,22.5,20.7,4.22,8.26,16.6,6.4,22.8,2.4,10.36,17.76,1.125,1.625,2.42,10.64,22.72,9.28,4.2,26.04,4.2,35.96,60.9,11.76,26.02,386.16931,80.352538,High-High,Lebanon
42081,466.0,210998.009999,17.0,1859.29,98.0,43802.88,120.0,52955.97,109.0,53378.65,122.0,59001.22,15.997449,0.0,0.0,73.469388,92.906083,75.0,93.94006,82.568807,96.219837,78.688525,89.568097,74.678112,92.251832,24990.2,71.0,44.44,95.128,2.624,0.494,22.424,0.988,14.494,628.8,504.046,4421.6,1,13.78,51355.4,114330.2,3.0,9.9,38.9,27.8,23.4,5.68,6.62,17.8,10.4,16.4,3.6,11.38,20.7,2.5,2.725,3.6,12.2,25.92,7.8,3.16,27.12,4.62,32.74,57.74,13.5,23.94,93.057755,20.340487,High-High,Lycoming
